Quest Name,Objective,Steps,Min Level,Max Level,First Step Position
Spawn Point Wander,"Spawn Point (58.42 0.26 52.69)",1,0,99,"(58.42, 0.26, 52.69)"
Spawn Point Wander,"Spawn Point (3.99 -2.64 50.65)",1,0,99,"(3.99, -2.64, 50.65)"
Spawn Point Wander,"Spawn Point (-44.01 1.41 50.14)",1,0,99,"(-44.01, 1.41, 50.14)"
Spawn Point Wander,"Spawn Point (-6.77 0.17 10.01)",1,0,99,"(-6.77, 0.17, 10.01)"
Spawn Point Wander,"Spawn Point (-19.11 0.26 -43.17)",1,0,99,"(-19.11, 0.26, -43.17)"
Spawn Point Wander,"Spawn Point (23.83 -2.60 -30.66)",1,0,99,"(23.83, -2.60, -30.66)"
Spawn Point Wander,"Spawn Point (-1.06 -2.64 -7.05)",1,0,99,"(-1.06, -2.64, -7.05)"
Spawn Point Wander,"Spawn Point (8.50 0.04 -43.58)",1,0,99,"(8.50, 0.04, -43.58)"
Spawn Point Wander,"Spawn Point (35.35 0.06 -34.51)",1,0,99,"(35.35, 0.06, -34.51)"
Spawn Point Wander,"Spawn Point (-6.69 -2.60 17.30)",1,0,99,"(-6.69, -2.60, 17.30)"
Spawn Point Wander,"Spawn Point (18.64 -2.67 -15.66)",1,0,99,"(18.64, -2.67, -15.66)"
Spawn Point Wander,"Spawn Point (39.64 -2.64 -9.06)",1,0,99,"(39.64, -2.64, -9.06)"
Spawn Point Wander,"Spawn Point (60.09 0.26 52.59)",1,0,99,"(60.09, 0.26, 52.59)"
Spawn Point Wander,"Spawn Point (30.26 0.12 21.70)",1,0,99,"(30.26, 0.12, 21.70)"
Spawn Point Wander,"Spawn Point (-0.74 -2.64 50.57)",1,0,99,"(-0.74, -2.64, 50.57)"
Spawn Point Wander,"Spawn Point (36.04 1.09 38.35)",1,0,99,"(36.04, 1.09, 38.35)"
Spawn Point Wander,"Spawn Point (-5.89 0.08 -27.46)",1,0,99,"(-5.89, 0.08, -27.46)"
Spawn Point Wander,"Spawn Point (-22.17 2.73 30.39)",1,0,99,"(-22.17, 2.73, 30.39)"
Spawn Point Wander,"Spawn Point (14.97 4.57 35.16)",1,0,99,"(14.97, 4.57, 35.16)"
Spawn Point Wander,"Spawn Point (14.86 4.57 37.77)",1,0,99,"(14.86, 4.57, 37.77)"
Spawn Point Wander,"Spawn Point (72.06 0.31 -73.86)",1,0,99,"(72.06, 0.31, -73.86)"
Spawn Point Wander,"Spawn Point (-44.28 1.34 46.33)",1,0,99,"(-44.28, 1.34, 46.33)"
Spawn Point Wander,"Spawn Point (34.38 0.06 -33.25)",1,0,99,"(34.38, 0.06, -33.25)"
Spawn Point Wander,"Spawn Point (41.17 -2.64 -7.62)",1,0,99,"(41.17, -2.64, -7.62)"
Spawn Point Wander,"Spawn Point (69.20 0.31 -73.44)",1,0,99,"(69.20, 0.31, -73.44)"
Spawn Point Wander,"Spawn Point (-42.92 1.09 39.10)",1,0,99,"(-42.92, 1.09, 39.10)"
Spawn Point Wander,"Spawn Point (31.75 0.15 -0.30)",1,0,99,"(31.75, 0.15, -0.30)"
Spawn Point Wander,"Spawn Point (12.56 1.21 52.73)",1,0,99,"(12.56, 1.21, 52.73)"
Spawn Point Wander,"Spawn Point (-19.94 1.12 62.87)",1,0,99,"(-19.94, 1.12, 62.87)"
Spawn Point Wander,"Spawn Point (-0.17 -3.86 -14.33)",1,0,99,"(-0.17, -3.86, -14.33)"
Spawn Point Wander,"Spawn Point (22.37 0.86 4.33)",1,0,99,"(22.37, 0.86, 4.33)"
Spawn Point Wander,"Spawn Point (28.74 0.12 17.50)",1,0,99,"(28.74, 0.12, 17.50)"
Spawn Point Wander,"Spawn Point (-6.47 -2.60 15.79)",1,0,99,"(-6.47, -2.60, 15.79)"
Spawn Point Wander,"Spawn Point (38.84 -2.64 -7.70)",1,0,99,"(38.84, -2.64, -7.70)"
Spawn Point Wander,"Spawn Point (14.02 1.19 58.12)",1,0,99,"(14.02, 1.19, 58.12)"
Spawn Point Wander,"Spawn Point (26.47 -2.49 -34.41)",1,0,99,"(26.47, -2.49, -34.41)"
Spawn Point Wander,"Spawn Point (58.20 -2.64 6.16)",1,0,99,"(58.20, -2.64, 6.16)"
Spawn Point Wander,"Spawn Point (35.92 4.55 35.34)",1,0,99,"(35.92, 4.55, 35.34)"
Spawn Point Wander,"Spawn Point (20.35 -2.67 -13.37)",1,0,99,"(20.35, -2.67, -13.37)"
Spawn Point Wander,"Spawn Point (30.76 0.26 15.16)",1,0,99,"(30.76, 0.26, 15.16)"
Spawn Point Wander,"Spawn Point (18.63 -2.67 -14.00)",1,0,99,"(18.63, -2.67, -14.00)"
Spawn Point Wander,"Spawn Point (-32.09 -2.58 29.97)",1,0,99,"(-32.09, -2.58, 29.97)"
Spawn Point Wander,"Spawn Point (15.50 4.57 36.61)",1,0,99,"(15.50, 4.57, 36.61)"
Spawn Point Wander,"Spawn Point (57.08 -2.64 7.12)",1,0,99,"(57.08, -2.64, 7.12)"
Spawn Point Wander,"Spawn Point (3.71 -2.64 48.04)",1,0,99,"(3.71, -2.64, 48.04)"
Spawn Point Wander,"Spawn Point (-22.17 2.73 29.19)",1,0,99,"(-22.17, 2.73, 29.19)"
Spawn Point Wander,"Spawn Point (13.76 1.10 54.64)",1,0,99,"(13.76, 1.10, 54.64)"
Spawn Point Wander,"Spawn Point (-5.58 -2.60 14.76)",1,0,99,"(-5.58, -2.60, 14.76)"
Spawn Point Wander,"Spawn Point (55.52 -2.64 6.43)",1,0,99,"(55.52, -2.64, 6.43)"
Spawn Point Wander,"Spawn Point (31.78 0.12 19.45)",1,0,99,"(31.78, 0.12, 19.45)"
Spawn Point Wander,"Spawn Point (-22.17 2.73 25.57)",1,0,99,"(-22.17, 2.73, 25.57)"
Spawn Point Wander,"Spawn Point (-0.13 -2.64 48.72)",1,0,99,"(-0.13, -2.64, 48.72)"
Spawn Point Wander,"Spawn Point (-22.17 2.73 31.53)",1,0,99,"(-22.17, 2.73, 31.53)"
Spawn Point Wander,"Spawn Point (15.00 0.15 3.79)",1,0,99,"(15.00, 0.15, 3.79)"
Spawn Point Wander,"Spawn Point (61.53 -2.64 6.42)",1,0,99,"(61.53, -2.64, 6.42)"
Spawn Point Wander,"Spawn Point (2.10 1.10 63.06)",1,0,99,"(2.10, 1.10, 63.06)"
Spawn Rush,"Spawn Rush: Objective #1",1,0,99,"(-44.01, 1.23, 50.14)"
3rd Floor Office Rush,"3rd Floor Office Rush: Objective #1",2,0,99,"(19.67, 8.10, 39.33)"
3rd Floor Office Rush,"3rd Floor Office Rush: Objective #2",4,0,99,"(16.79, 8.31, 40.60)"
3rd Floor Office,"3rd Floor Office: Objective #1",2,0,99,"(19.67, 8.10, 39.33)"
1st Floor Office,"1st Floor Office: Objective #1",1,0,99,"(27.94, 1.03, 45.48)"
1st Floor Office,"1st Floor Office: Objective #2",1,0,99,"(21.96, 1.02, 41.46)"
1st Floor Office,"1st Floor Office: Objective #3",1,0,99,"(13.09, 1.00, 39.83)"
Med Tent,"Med Tent: Objective #1",2,0,99,"(-16.17, 0.15, -25.80)"
Forklift,"Forklift: Objective #1",1,0,99,"(65.87, 0.05, -44.16)"
Boilers,"Boilers: Objective #1",2,0,99,"(51.17, 4.10, 10.63)"
Dumpster Hiding,"Dumpster Hiding: Objective #1",2,0,20,"(32.56, 0.10, -0.20)"
Timmy's Forklift Hiding Spot,"Timmy's Forklift Hiding Spot: Objective #1",2,0,10,"(69.10, 0.25, -65.65)"
Pumping Station Roof,"Pumping Station Roof: Objective #1",2,0,99,"(37.96, 3.16, -11.44)"
Unloading Area Rafters,"Unloading Area Rafters: Objective #1",2,0,99,"(50.31, 8.32, 15.60)"
Workshop Area Rafters,"Workshop Area Rafters: Objective #1",2,0,99,"(21.46, 8.43, 14.20)"
Basement Intersection Camping,"Basement Intersection Camping: Objective #1",2,0,99,"(19.42, -2.62, -14.86)"
Engineer's Office,"Engineer's Office: Objective #1",1,10,99,"(31.12, 8.10, 39.47)"
Crates Outside of Stairwell,"Crates Outside of Stairwell: Objective #1",2,0,99,"(34.77, 0.05, 21.22)"
Crates Near Lower Platform,"Crates Near Lower Platform: Objective #1",2,0,99,"(-8.90, 0.07, 36.79)"
Basement Crates,"Basement Crates: Objective #1",1,0,99,"(15.55, -2.65, -32.50)"
Basement Crates,"Basement Crates: Objective #2",1,0,99,"(-8.28, -3.85, -33.34)"
NE Crates in Workshop,"NE Crates in Workshop: Objective #1",1,0,99,"(19.63, 0.05, -29.87)"
Weapon Crates outside Office,"Weapon Crates outside Office: Objective #1",1,0,99,"(20.56, 0.06, 24.50)"
Crates Outside of Gate 3,"Crates Outside of Gate 3: Objective #1",1,0,99,"(59.48, 0.05, 23.12)"
Crates Outside of Scav Bunker,"Crates Outside of Scav Bunker: Objective #1",1,0,99,"(-19.24, 2.75, 25.47)"
Holding Area Patrol,"Holding Area Patrol: Objective #1",1,0,99,"(-24.78, 1.05, 54.63)"
Bathroom Key Spawns,"Bathroom Key Spawns: Objective #1",1,0,99,"(17.39, 4.56, 40.37)"
Bathroom Key Spawns,"Bathroom Key Spawns: Objective #2",1,0,99,"(31.16, 4.58, 48.15)"
3rd Floor Hallway,"3rd Floor Hallway: Objective #1",1,0,99,"(23.07, 8.10, 35.23)"
Break Room,"Break Room: Objective #1",1,0,99,"(44.34, 4.37, 40.49)"
Silos,"Silos: Objective #1",1,0,99,"(18.11, 0.10, 1.39)"
Silos,"Silos: Objective #2",1,0,99,"(0.74, 0.07, 8.00)"
Kitchen,"Kitchen: Objective #1",1,0,99,"(32.84, 0.05, -32.25)"
Kitchen,"Kitchen: Objective #2",1,0,99,"(29.05, 0.07, -32.90)"
Customs Transit Jackets,"Customs Transit Jackets: Objective #1",1,0,99,"(15.95, 0.05, -37.63)"
Medical Office,"Medical Office: Objective #1",1,0,99,"(28.23, 3.60, -31.09)"
Medical Office,"Medical Office: Objective #2",1,0,99,"(29.48, 3.61, -18.76)"
TerraGroup Storage Room,"TerraGroup Storage Room: Objective #1",2,15,99,"(-22.64, -2.63, 45.85)"
Motor Spawn Crate,"Motor Spawn Crate: Objective #1",1,0,99,"(-24.71, 1.05, 65.49)"
Electrical Room,"Electrical Room: Objective #1",1,0,99,"(1.56, -2.64, 52.57)"
Office Basement,"Office Basement: Objective #1",1,0,99,"(10.63, -2.38, 40.93)"
Crate Near Cellars,"Crate Near Cellars: Objective #1",1,0,99,"(49.06, -2.60, -22.17)"
Pumping Station Basement,"Pumping Station Basement: Objective #1",1,0,99,"(39.30, -2.60, -14.76)"
Create Near Forklift Basement,"Create Near Forklift Basement: Objective #1",1,0,99,"(33.79, -2.63, -26.81)"
Dead Scav Room,"Dead Scav Room: Objective #1",1,0,99,"(-21.52, 0.07, 23.60)"
Boilers Basement,"Boilers Basement: Objective #1",1,0,99,"(68.67, -2.65, 12.32)"
Gate 2,"Gate 2: Objective #1",1,0,99,"(42.94, 0.30, -51.67)"
Gate 0,"Gate 0: Objective #1",4,10,99,"(-54.76, 1.29, 57.03)"
Med Tent Gate,"Med Tent Gate: Objective #1",4,10,99,"(-19.45, 0.26, -50.85)"
Gate 3 Entrance,"Gate 3 Entrance: Objective #1",4,0,99,"(60.68, 0.30, 43.73)"
Gate 3 Camping,"Gate 3 Camping: Objective #1",2,0,99,"(54.15, 0.11, 25.54)"
NE Overlook Sniping,"NE Overlook Sniping: Objective #1",2,0,99,"(26.94, 7.20, -34.23)"
NE Overlook Sniping,"NE Overlook Sniping: Objective #2",2,0,99,"(26.58, 7.16, -26.34)"
NE Overlook Sniping,"NE Overlook Sniping: Objective #3",2,0,99,"(32.65, 7.21, -18.08)"
Forklift Overlook Sniping,"Forklift Overlook Sniping: Objective #1",2,0,99,"(35.16, 3.30, -13.10)"
Lower Platform Overlook Sniping,"Lower Platform Overlook Sniping: Objective #1",1,0,99,"(5.74, 7.55, 58.98)"
Lower Platform Overlook Sniping,"Lower Platform Overlook Sniping: Objective #2",2,0,99,"(4.82, 7.32, 63.81)"
Lower Platform Gate 0 Sniping,"Lower Platform Gate 0 Sniping: Objective #1",1,0,99,"(-39.36, 7.52, 50.07)"
Lower Platform Gate 0 Sniping,"Lower Platform Gate 0 Sniping: Objective #2",2,0,99,"(-40.14, 7.55, 62.63)"
Bridge Sniping,"Bridge Sniping: Objective #1",2,0,99,"(33.52, 7.17, -30.27)"
Bridge Sniping,"Bridge Sniping: Objective #2",2,0,99,"(33.87, 7.80, 20.69)"
Outside Sniping,"Outside Sniping: Objective #1",2,0,99,"(9.93, 3.72, -37.48)"
Silos Overlook Sniping,"Silos Overlook Sniping: Objective #1",2,0,99,"(-21.52, 0.07, 23.60)"
