Quest Name,Objective,Steps,Min Level,Max Level,First Step Position
Spawn Point Wander,"Spawn Point (127.27 23.20 186.03)",1,0,99,"(127.27, 23.20, 186.03)"
Spawn Point Wander,"Spawn Point (44.67 23.28 -102.55)",1,0,99,"(44.67, 23.28, -102.55)"
Spawn Point Wander,"Spawn Point (17.10 24.21 73.37)",1,0,99,"(17.10, 24.21, 73.37)"
Spawn Point Wander,"Spawn Point (113.97 23.45 269.98)",1,0,99,"(113.97, 23.45, 269.98)"
Spawn Point Wander,"Spawn Point (75.12 14.18 6.04)",1,0,99,"(75.12, 14.18, 6.04)"
Spawn Point Wander,"Spawn Point (102.15 28.14 311.83)",1,0,99,"(102.15, 28.14, 311.83)"
Spawn Point Wander,"Spawn Point (117.61 28.96 146.43)",1,0,99,"(117.61, 28.96, 146.43)"
Spawn Point Wander,"Spawn Point (40.19 23.45 148.61)",1,0,99,"(40.19, 23.45, 148.61)"
Spawn Point Wander,"Spawn Point (73.82 14.15 -54.39)",1,0,99,"(73.82, 14.15, -54.39)"
Spawn Point Wander,"Spawn Point (57.49 14.07 -33.82)",1,0,99,"(57.49, 14.07, -33.82)"
Spawn Point Wander,"Spawn Point (117.49 28.96 148.60)",1,0,99,"(117.49, 28.96, 148.60)"
Spawn Point Wander,"Spawn Point (72.33 14.15 -51.72)",1,0,99,"(72.33, 14.15, -51.72)"
Spawn Point Wander,"Spawn Point (137.17 14.09 67.36)",1,0,99,"(137.17, 14.09, 67.36)"
Spawn Point Wander,"Spawn Point (112.21 22.69 220.93)",1,0,99,"(112.21, 22.69, 220.93)"
Spawn Point Wander,"Spawn Point (131.01 23.45 268.83)",1,0,99,"(131.01, 23.45, 268.83)"
Spawn Point Wander,"Spawn Point (180.80 16.21 117.50)",1,0,99,"(180.80, 16.21, 117.50)"
Spawn Point Wander,"Spawn Point (46.38 23.28 -101.48)",1,0,99,"(46.38, 23.28, -101.48)"
Spawn Point Wander,"Spawn Point (64.41 14.70 164.41)",1,0,99,"(64.41, 14.70, 164.41)"
Spawn Point Wander,"Spawn Point (151.47 22.85 243.36)",1,0,99,"(151.47, 22.85, 243.36)"
Spawn Point Wander,"Spawn Point (180.58 16.20 123.16)",1,0,99,"(180.58, 16.20, 123.16)"
Spawn Point Wander,"Spawn Point (22.29 23.54 255.13)",1,0,99,"(22.29, 23.54, 255.13)"
Spawn Point Wander,"Spawn Point (-4.45 23.89 -58.90)",1,0,99,"(-4.45, 23.89, -58.90)"
Spawn Point Wander,"Spawn Point (-15.65 23.88 101.72)",1,0,99,"(-15.65, 23.88, 101.72)"
Spawn Point Wander,"Spawn Point (113.35 23.45 273.16)",1,0,99,"(113.35, 23.45, 273.16)"
Spawn Point Wander,"Spawn Point (137.61 14.09 63.10)",1,0,99,"(137.61, 14.09, 63.10)"
Spawn Point Wander,"Spawn Point (73.57 14.15 -48.85)",1,0,99,"(73.57, 14.15, -48.85)"
Spawn Point Wander,"Spawn Point (74.27 14.15 -51.55)",1,0,99,"(74.27, 14.15, -51.55)"
Spawn Point Wander,"Spawn Point (135.18 14.09 66.07)",1,0,99,"(135.18, 14.09, 66.07)"
Spawn Point Wander,"Spawn Point (117.82 28.96 152.67)",1,0,99,"(117.82, 28.96, 152.67)"
Spawn Point Wander,"Spawn Point (143.83 22.74 -71.39)",1,0,99,"(143.83, 22.74, -71.39)"
Spawn Point Wander,"Spawn Point (133.66 23.45 268.62)",1,0,99,"(133.66, 23.45, 268.62)"
Spawn Point Wander,"Spawn Point (121.49 22.83 -2.78)",1,0,99,"(121.49, 22.83, -2.78)"
Spawn Point Wander,"Spawn Point (115.78 23.43 274.27)",1,0,99,"(115.78, 23.43, 274.27)"
Spawn Point Wander,"Spawn Point (133.45 14.11 66.44)",1,0,99,"(133.45, 14.11, 66.44)"
Spawn Point Wander,"Spawn Point (176.30 17.00 10.25)",1,0,99,"(176.30, 17.00, 10.25)"
Spawn Point Wander,"Spawn Point (17.02 24.21 66.79)",1,0,99,"(17.02, 24.21, 66.79)"
Spawn Point Wander,"Spawn Point (132.11 23.45 270.35)",1,0,99,"(132.11, 23.45, 270.35)"
Spawn Point Wander,"Spawn Point (71.87 14.14 -13.07)",1,0,99,"(71.87, 14.14, -13.07)"
Spawn Point Wander,"Spawn Point (111.83 23.45 269.08)",1,0,99,"(111.83, 23.45, 269.08)"
Spawn Point Wander,"Spawn Point (143.33 22.74 -69.41)",1,0,99,"(143.33, 22.74, -69.41)"
Spawn Point Wander,"Spawn Point (55.27 14.07 -32.35)",1,0,99,"(55.27, 14.07, -32.35)"
Spawn Point Wander,"Spawn Point (46.56 23.31 -102.12)",1,0,99,"(46.56, 23.31, -102.12)"
Spawn Point Wander,"Spawn Point (26.14 23.87 -24.01)",1,0,99,"(26.14, 23.87, -24.01)"
Spawn Point Wander,"Spawn Point (11.52 23.49 156.33)",1,0,99,"(11.52, 23.49, 156.33)"
Spawn Point Wander,"Spawn Point (162.28 22.77 -86.23)",1,0,99,"(162.28, 22.77, -86.23)"
Spawn Point Wander,"Spawn Point (26.61 23.87 -26.96)",1,0,99,"(26.61, 23.87, -26.96)"
Spawn Point Wander,"Spawn Point (111.54 23.45 271.63)",1,0,99,"(111.54, 23.45, 271.63)"
Spawn Point Wander,"Spawn Point (179.89 17.01 -7.00)",1,0,99,"(179.89, 17.01, -7.00)"
Spawn Point Wander,"Spawn Point (99.64 28.14 314.18)",1,0,99,"(99.64, 28.14, 314.18)"
Spawn Point Wander,"Spawn Point (134.04 23.45 271.91)",1,0,99,"(134.04, 23.45, 271.91)"
Spawn Point Wander,"Spawn Point (96.97 22.88 -86.93)",1,0,99,"(96.97, 22.88, -86.93)"
Spawn Point Wander,"Spawn Point (11.19 23.49 159.02)",1,0,99,"(11.19, 23.49, 159.02)"
Spawn Point Wander,"Spawn Point (144.95 22.95 253.29)",1,0,99,"(144.95, 22.95, 253.29)"
Spawn Point Wander,"Spawn Point (109.21 23.19 174.25)",1,0,99,"(109.21, 23.19, 174.25)"
Spawn Point Wander,"Spawn Point (183.82 17.21 -6.95)",1,0,99,"(183.82, 17.21, -6.95)"
Spawn Point Wander,"Spawn Point (-15.47 23.82 -56.62)",1,0,99,"(-15.47, 23.82, -56.62)"
Spawn Point Wander,"Spawn Point (36.14 22.67 334.69)",1,0,99,"(36.14, 22.67, 334.69)"
Spawn Point Wander,"Spawn Point (8.99 23.49 158.43)",1,0,99,"(8.99, 23.49, 158.43)"
Spawn Point Wander,"Spawn Point (147.74 23.30 253.63)",1,0,99,"(147.74, 23.30, 253.63)"
Spawn Point Wander,"Spawn Point (119.19 22.83 -2.69)",1,0,99,"(119.19, 22.83, -2.69)"
Spawn Point Wander,"Spawn Point (142.85 22.74 -67.64)",1,0,99,"(142.85, 22.74, -67.64)"
Spawn Point Wander,"Spawn Point (57.24 14.10 -31.15)",1,0,99,"(57.24, 14.10, -31.15)"
Spawn Point Wander,"Spawn Point (135.85 14.09 68.92)",1,0,99,"(135.85, 14.09, 68.92)"
Spawn Point Wander,"Spawn Point (117.41 28.96 154.50)",1,0,99,"(117.41, 28.96, 154.50)"
Spawn Point Wander,"Spawn Point (-8.37 23.86 -0.39)",1,0,99,"(-8.37, 23.86, -0.39)"
Spawn Point Wander,"Spawn Point (29.93 23.87 -25.21)",1,0,99,"(29.93, 23.87, -25.21)"
Spawn Point Wander,"Spawn Point (67.72 13.98 164.59)",1,0,99,"(67.72, 13.98, 164.59)"
Spawn Point Wander,"Spawn Point (-11.19 23.86 -2.82)",1,0,99,"(-11.19, 23.86, -2.82)"
Spawn Point Wander,"Spawn Point (44.23 23.31 -104.87)",1,0,99,"(44.23, 23.31, -104.87)"
Spawn Point Wander,"Spawn Point (72.74 14.14 29.97)",1,0,99,"(72.74, 14.14, 29.97)"
Spawn Point Wander,"Spawn Point (-10.46 23.98 19.65)",1,0,99,"(-10.46, 23.98, 19.65)"
Spawn Point Wander,"Spawn Point (72.49 14.20 113.62)",1,0,99,"(72.49, 14.20, 113.62)"
Spawn Point Wander,"Spawn Point (74.23 14.18 8.87)",1,0,99,"(74.23, 14.18, 8.87)"
Spawn Point Wander,"Spawn Point (96.26 22.88 -85.19)",1,0,99,"(96.26, 22.88, -85.19)"
Spawn Point Wander,"Spawn Point (67.82 13.98 166.22)",1,0,99,"(67.82, 13.98, 166.22)"
Spawn Point Wander,"Spawn Point (103.80 28.14 316.12)",1,0,99,"(103.80, 28.14, 316.12)"
Spawn Point Wander,"Spawn Point (109.40 22.69 239.44)",1,0,99,"(109.40, 22.69, 239.44)"
Spawn Point Wander,"Spawn Point (58.37 23.44 229.13)",1,0,99,"(58.37, 23.44, 229.13)"
Spawn Point Wander,"Spawn Point (42.02 23.28 -104.49)",1,0,99,"(42.02, 23.28, -104.49)"
Spawn Point Wander,"Spawn Point (98.95 22.88 -85.03)",1,0,99,"(98.95, 22.88, -85.03)"
Spawn Point Wander,"Spawn Point (180.19 16.22 128.17)",1,0,99,"(180.19, 16.22, 128.17)"
Spawn Point Wander,"Spawn Point (45.61 23.31 -99.78)",1,0,99,"(45.61, 23.31, -99.78)"
Spawn Point Wander,"Spawn Point (38.70 23.48 147.19)",1,0,99,"(38.70, 23.48, 147.19)"
Spawn Point Wander,"Spawn Point (127.23 23.23 192.61)",1,0,99,"(127.23, 23.23, 192.61)"
Spawn Point Wander,"Spawn Point (18.54 24.21 73.82)",1,0,99,"(18.54, 24.21, 73.82)"
Spawn Point Wander,"Spawn Point (180.97 16.22 130.09)",1,0,99,"(180.97, 16.22, 130.09)"
Spawn Point Wander,"Spawn Point (22.88 23.54 253.50)",1,0,99,"(22.88, 23.54, 253.50)"
Spawn Point Wander,"Spawn Point (101.58 28.14 314.78)",1,0,99,"(101.58, 28.14, 314.78)"
Spawn Point Wander,"Spawn Point (147.55 23.30 250.06)",1,0,99,"(147.55, 23.30, 250.06)"
Spawn Point Wander,"Spawn Point (72.23 13.96 159.39)",1,0,99,"(72.23, 13.96, 159.39)"
Spawn Point Wander,"Spawn Point (176.79 17.01 -6.32)",1,0,99,"(176.79, 17.01, -6.32)"
Spawn Point Wander,"Spawn Point (177.58 17.01 -4.08)",1,0,99,"(177.58, 17.01, -4.08)"
Spawn Point Wander,"Spawn Point (-11.00 23.86 -5.77)",1,0,99,"(-11.00, 23.86, -5.77)"
Spawn Point Wander,"Spawn Point (104.53 33.44 107.52)",1,0,99,"(104.53, 33.44, 107.52)"
Spawn Point Wander,"Spawn Point (101.81 28.14 317.12)",1,0,99,"(101.81, 28.14, 317.12)"
Spawn Point Wander,"Spawn Point (119.71 22.83 -4.31)",1,0,99,"(119.71, 22.83, -4.31)"
Spawn Point Wander,"Spawn Point (175.11 17.00 2.18)",1,0,99,"(175.11, 17.00, 2.18)"
Spawn Point Wander,"Spawn Point (136.60 22.74 -66.89)",1,0,99,"(136.60, 22.74, -66.89)"
Spawn Point Wander,"Spawn Point (47.12 23.28 -103.07)",1,0,99,"(47.12, 23.28, -103.07)"
Spawn Point Wander,"Spawn Point (130.54 23.45 271.62)",1,0,99,"(130.54, 23.45, 271.62)"
Spawn Point Wander,"Spawn Point (57.49 23.44 229.57)",1,0,99,"(57.49, 23.44, 229.57)"
Spawn Point Wander,"Spawn Point (60.90 14.18 105.16)",1,0,99,"(60.90, 14.18, 105.16)"
Spawn Point Wander,"Spawn Point (122.36 22.83 -4.15)",1,0,99,"(122.36, 22.83, -4.15)"
Spawn Point Wander,"Spawn Point (180.81 16.24 119.29)",1,0,99,"(180.81, 16.24, 119.29)"
Spawn Point Wander,"Spawn Point (130.64 14.11 63.12)",1,0,99,"(130.64, 14.11, 63.12)"
Spawn Point Wander,"Spawn Point (110.82 23.19 176.03)",1,0,99,"(110.82, 23.19, 176.03)"
Spawn Point Wander,"Spawn Point (64.88 14.22 105.85)",1,0,99,"(64.88, 14.22, 105.85)"
Spawn Point Wander,"Spawn Point (180.85 16.24 121.40)",1,0,99,"(180.85, 16.24, 121.40)"
Spawn Point Wander,"Spawn Point (4.36 23.89 -59.74)",1,0,99,"(4.36, 23.89, -59.74)"
Spawn Point Wander,"Spawn Point (-13.11 23.88 98.93)",1,0,99,"(-13.11, 23.88, 98.93)"
Spawn Point Wander,"Spawn Point (-2.80 23.89 -59.58)",1,0,99,"(-2.80, 23.89, -59.58)"
Spawn Point Wander,"Spawn Point (44.43 23.28 -104.87)",1,0,99,"(44.43, 23.28, -104.87)"
Spawn Point Wander,"Spawn Point (74.49 14.18 10.55)",1,0,99,"(74.49, 14.18, 10.55)"
Spawn Point Wander,"Spawn Point (-12.64 23.82 -59.95)",1,0,99,"(-12.64, 23.82, -59.95)"
Spawn Point Wander,"Spawn Point (66.95 14.18 107.25)",1,0,99,"(66.95, 14.18, 107.25)"
Spawn Point Wander,"Spawn Point (127.47 23.23 194.11)",1,0,99,"(127.47, 23.23, 194.11)"
Spawn Point Wander,"Spawn Point (71.98 14.14 20.20)",1,0,99,"(71.98, 14.14, 20.20)"
Spawn Point Wander,"Spawn Point (-14.63 23.82 -58.76)",1,0,99,"(-14.63, 23.82, -58.76)"
Spawn Point Wander,"Spawn Point (164.70 22.77 -85.88)",1,0,99,"(164.70, 22.77, -85.88)"
Spawn Point Wander,"Spawn Point (39.85 23.42 150.63)",1,0,99,"(39.85, 23.42, 150.63)"
Spawn Point Wander,"Spawn Point (22.64 23.54 257.98)",1,0,99,"(22.64, 23.54, 257.98)"
Spawn Rush,"Spawn Rush: Objective #1",1,0,99,"(113.35, 23.44, 273.16)"
Emercom Checkpoint,"Emercom Checkpoint: Objective #1",1,0,99,"(153.47, 23.21, -97.63)"
Emercom Checkpoint,"Emercom Checkpoint: Objective #2",2,0,99,"(152.45, 22.76, -80.15)"
Mira Avenue Benches,"Mira Avenue Benches: Objective #1",1,0,99,"(198.46, 16.31, -47.58)"
Mira Avenue Benches,"Mira Avenue Benches: Objective #2",1,0,99,"(199.56, 16.31, -14.44)"
Mira Avenue Extract Camping,"Mira Avenue Extract Camping: Objective #1",2,0,99,"(184.95, 20.47, -49.57)"
Skyside Hotel,"Skyside Hotel: Objective #1",1,0,99,"(172.26, 16.97, 4.29)"
Skyside Hotel,"Skyside Hotel: Objective #2",1,0,99,"(177.88, 17.02, 33.55)"
Skyside Hotel,"Skyside Hotel: Objective #3",1,0,99,"(158.26, 16.97, 10.13)"
Skyside Hotel,"Skyside Hotel: Objective #4",1,0,99,"(135.38, 16.98, -12.79)"
Skyside Hotel,"Skyside Hotel: Objective #5",1,0,99,"(115.11, 22.78, -4.52)"
Skyside Hotel Outside,"Skyside Hotel Outside: Objective #1",1,0,99,"(179.91, 22.02, 48.94)"
Skyside Hotel Outside,"Skyside Hotel Outside: Objective #2",1,0,99,"(153.94, 22.84, 34.42)"
Skyside Hotel Outside,"Skyside Hotel Outside: Objective #3",1,0,99,"(134.76, 22.78, 47.30)"
Tartowers,"Tartowers: Objective #1",1,0,99,"(190.39, 16.20, 133.30)"
Tartowers,"Tartowers: Objective #2",1,0,99,"(197.58, 16.20, 136.32)"
Tartowers,"Tartowers: Objective #3",1,0,99,"(200.49, 16.21, 124.94)"
Tartowers,"Tartowers: Objective #4",1,0,99,"(185.43, 16.27, 132.10)"
Stairs Near Tartowers,"Stairs Near Tartowers: Objective #1",2,0,99,"(185.55, 21.45, 95.54)"
Stairs Near Tartowers,"Stairs Near Tartowers: Objective #2",2,0,99,"(175.42, 24.43, 113.52)"
Stairs Near Tartowers,"Stairs Near Tartowers: Objective #3",1,0,99,"(175.54, 24.43, 85.75)"
Oasis,"Oasis: Objective #1",1,0,99,"(124.55, 24.43, 100.21)"
Oasis,"Oasis: Objective #2",1,0,99,"(120.00, 24.43, 108.39)"
Oasis Sniping,"Oasis Sniping: Objective #1",2,0,99,"(124.38, 28.92, 88.80)"
Oasis Sniping,"Oasis Sniping: Objective #2",2,0,99,"(101.71, 28.92, 109.15)"
Oasis Sniping,"Oasis Sniping: Objective #3",2,0,99,"(102.56, 28.99, 113.67)"
Olive Restaurant,"Olive Restaurant: Objective #1",1,0,99,"(120.09, 24.43, 128.73)"
Olive Restaurant,"Olive Restaurant: Objective #2",2,0,99,"(118.77, 24.43, 139.57)"
Olive Restaurant,"Olive Restaurant: Objective #3",1,0,99,"(107.87, 24.65, 154.45)"
Olive Restaurant,"Olive Restaurant: Objective #4",1,0,99,"(121.38, 24.47, 148.94)"
Olive Restaurant,"Olive Restaurant: Objective #5",1,0,99,"(109.89, 29.20, 161.10)"
Olive Restaurant,"Olive Restaurant: Objective #6",1,0,99,"(110.30, 27.72, 174.84)"
Olive Restaurant Sniping,"Olive Restaurant Sniping: Objective #1",2,0,99,"(101.40, 28.92, 141.69)"
Kyshperski,"Kyshperski: Objective #1",1,0,99,"(129.11, 23.17, 191.70)"
Kyshperski,"Kyshperski: Objective #2",1,0,99,"(128.58, 23.17, 183.94)"
Kyshperski,"Kyshperski: Objective #3",1,0,99,"(119.82, 23.17, 183.47)"
Kyshperski,"Kyshperski: Objective #4",2,0,99,"(118.99, 23.17, 191.80)"
M Showroom,"M Showroom: Objective #1",1,0,99,"(96.05, 22.84, 225.03)"
M Showroom Sniping,"M Showroom Sniping: Objective #1",2,0,99,"(94.31, 27.35, 217.91)"
M Showroom Sniping,"M Showroom Sniping: Objective #2",2,0,99,"(93.23, 27.33, 222.65)"
Capital Insight,"Capital Insight: Objective #1",1,0,99,"(113.64, 23.44, 280.42)"
Capital Insight,"Capital Insight: Objective #2",1,0,99,"(122.24, 23.44, 294.79)"
Capital Insight,"Capital Insight: Objective #3",1,0,99,"(117.89, 28.25, 290.41)"
Capital Insight,"Capital Insight: Objective #4",4,0,99,"(111.51, 32.82, 269.04)"
Capital Insight,"Capital Insight: Objective #5",5,0,99,"(105.95, 32.82, 280.92)"
Capital Insight Sniping,"Capital Insight Sniping: Objective #1",2,0,99,"(98.84, 33.10, 278.26)"
Capital Insight Sniping,"Capital Insight Sniping: Objective #2",2,0,99,"(105.33, 32.86, 263.36)"
Safe outside of Giovanni Teducci,"Safe outside of Giovanni Teducci: Objective #1",1,0,99,"(71.45, 22.78, 311.57)"
Nakatani Tower,"Nakatani Tower: Objective #1",1,0,99,"(4.97, 22.88, 332.74)"
Nakatani Tower Camping,"Nakatani Tower Camping: Objective #1",2,0,99,"(-9.08, 22.78, 326.03)"
Tarbank,"Tarbank: Objective #1",1,0,99,"(55.48, 23.46, 148.32)"
Tarbank,"Tarbank: Objective #2",1,0,99,"(54.82, 23.44, 141.85)"
Tarbank,"Tarbank: Objective #3",1,0,99,"(10.20, 23.44, 159.48)"
Tarbank,"Tarbank: Objective #4",1,0,99,"(48.44, 23.44, 156.05)"
Tarbank,"Tarbank: Objective #5",1,0,99,"(57.88, 23.44, 171.33)"
Tarbank,"Tarbank: Objective #6",1,0,99,"(55.68, 23.51, 155.45)"
Tarbank Upstairs,"Tarbank Upstairs: Objective #1",1,0,99,"(38.19, 30.90, 138.31)"
Tarbank Upstairs,"Tarbank Upstairs: Objective #2",1,0,99,"(48.32, 30.90, 158.18)"
Tarbank Upstairs,"Tarbank Upstairs: Objective #3",3,0,99,"(50.76, 30.90, 135.98)"
Tarbank Upstairs,"Tarbank Upstairs: Objective #4",3,0,99,"(58.55, 30.90, 149.35)"
Tarbank Upstairs Sniping,"Tarbank Upstairs Sniping: Objective #1",2,0,99,"(56.95, 31.10, 128.98)"
Tarbank Upstairs Sniping,"Tarbank Upstairs Sniping: Objective #2",2,0,99,"(62.19, 30.90, 141.54)"
Supplies Near VEX,"Supplies Near VEX: Objective #1",1,0,99,"(-20.30, 23.82, 93.41)"
VEX Camping,"VEX Camping: Objective #1",2,0,99,"(-6.50, 23.44, 132.90)"
TerraGroup Lawn,"TerraGroup Lawn: Objective #1",1,0,99,"(16.91, 24.15, 72.26)"
TerraGroup Lawn,"TerraGroup Lawn: Objective #2",1,0,99,"(42.37, 23.91, -4.73)"
TerraGroup Lawn,"TerraGroup Lawn: Objective #3",1,0,99,"(34.75, 24.00, 36.57)"
TerraGroup Garage,"TerraGroup Garage: Objective #1",1,0,99,"(-14.93, 23.88, -39.80)"
TerraGroup Garage,"TerraGroup Garage: Objective #2",3,0,99,"(-15.02, 23.87, -27.79)"
TerraGroup Office,"TerraGroup Office: Objective #1",1,0,99,"(-10.16, 24.21, 31.55)"
TerraGroup Office,"TerraGroup Office: Objective #2",1,0,99,"(-32.11, 24.29, 26.07)"
TerraGroup Office,"TerraGroup Office: Objective #3",1,0,99,"(-41.81, 24.32, 23.21)"
TerraGroup Office,"TerraGroup Office: Objective #4",1,0,99,"(-51.34, 24.21, 43.73)"
TerraGroup Office,"TerraGroup Office: Objective #5",1,0,99,"(-59.55, 24.35, 28.38)"
TerraGroup Office,"TerraGroup Office: Objective #6",1,0,99,"(-27.24, 24.22, 56.89)"
TerraGroup Office Upstairs,"TerraGroup Office Upstairs: Objective #1",1,0,99,"(-44.12, 29.69, 59.06)"
TerraGroup Office Upstairs,"TerraGroup Office Upstairs: Objective #2",1,0,99,"(-26.85, 29.69, 55.37)"
TerraGroup Office Upstairs,"TerraGroup Office Upstairs: Objective #3",1,0,99,"(-12.33, 29.74, 65.24)"
TerraGroup Office Upstairs,"TerraGroup Office Upstairs: Objective #4",1,0,99,"(-20.84, 29.70, 74.98)"
TerraGroup Office Upstairs,"TerraGroup Office Upstairs: Objective #5",1,0,99,"(-23.31, 29.76, 84.48)"
TerraGroup Office Upstairs,"TerraGroup Office Upstairs: Objective #6",1,0,99,"(-11.44, 29.69, 56.45)"
TerraGroup Office Upstairs,"TerraGroup Office Upstairs: Objective #7",1,0,99,"(-17.83, 29.69, 53.50)"
TerraGroup Office Upstairs,"TerraGroup Office Upstairs: Objective #8",1,0,99,"(-17.54, 29.69, 46.11)"
TerraGroup Office Upstairs,"TerraGroup Office Upstairs: Objective #9",1,0,99,"(-14.13, 29.71, 41.28)"
