Quest Name,Objective,Steps,Min Level,Max Level,First Step Position
Spawn Point Wander,"Spawn Point (-250.87 4.14 -281.79)",1,0,99,"(-250.87, 4.14, -281.79)"
Spawn Point Wander,"Spawn Point (-179.44 0.11 -407.41)",1,0,99,"(-179.44, 0.11, -407.41)"
Spawn Point Wander,"Spawn Point (-276.29 -3.99 -362.30)",1,0,99,"(-276.29, -3.99, -362.30)"
Spawn Point Wander,"Spawn Point (-118.11 -4.03 -401.39)",1,0,99,"(-118.11, -4.03, -401.39)"
Spawn Point Wander,"Spawn Point (-170.74 -3.99 -344.55)",1,0,99,"(-170.74, -3.99, -344.55)"
Spawn Point Wander,"Spawn Point (-260.29 0.04 -390.58)",1,0,99,"(-260.29, 0.04, -390.58)"
Spawn Point Wander,"Spawn Point (-157.57 2.71 -222.76)",1,0,99,"(-157.57, 2.71, -222.76)"
Spawn Point Wander,"Spawn Point (-115.50 -4.04 -319.68)",1,0,99,"(-115.50, -4.04, -319.68)"
Spawn Point Wander,"Spawn Point (-216.86 -4.00 -386.67)",1,0,99,"(-216.86, -4.00, -386.67)"
Spawn Point Wander,"Spawn Point (-206.70 4.16 -291.86)",1,0,99,"(-206.70, 4.16, -291.86)"
Spawn Point Wander,"Spawn Point (-244.98 2.66 -448.62)",1,0,99,"(-244.98, 2.66, -448.62)"
Spawn Point Wander,"Spawn Point (-118.50 -4.03 -399.52)",1,0,99,"(-118.50, -4.03, -399.52)"
Spawn Point Wander,"Spawn Point (-126.86 -4.97 -266.17)",1,0,99,"(-126.86, -4.97, -266.17)"
Spawn Point Wander,"Spawn Point (-208.02 4.21 -297.86)",1,0,99,"(-208.02, 4.21, -297.86)"
Spawn Point Wander,"Spawn Point (-118.22 -4.02 -326.52)",1,0,99,"(-118.22, -4.02, -326.52)"
Spawn Point Wander,"Spawn Point (-110.12 4.20 -413.71)",1,0,99,"(-110.12, 4.20, -413.71)"
Spawn Point Wander,"Spawn Point (-255.63 4.15 -376.37)",1,0,99,"(-255.63, 4.15, -376.37)"
Spawn Point Wander,"Spawn Point (-253.56 4.15 -376.29)",1,0,99,"(-253.56, 4.15, -376.29)"
Spawn Point Wander,"Spawn Point (-226.68 0.08 -279.62)",1,0,99,"(-226.68, 0.08, -279.62)"
Spawn Point Wander,"Spawn Point (-279.44 -3.99 -348.87)",1,0,99,"(-279.44, -3.99, -348.87)"
Spawn Point Wander,"Spawn Point (-170.86 -3.99 -340.10)",1,0,99,"(-170.86, -3.99, -340.10)"
Spawn Point Wander,"Spawn Point (-279.68 0.08 -352.99)",1,0,99,"(-279.68, 0.08, -352.99)"
Spawn Point Wander,"Spawn Point (-128.38 -4.04 -417.95)",1,0,99,"(-128.38, -4.04, -417.95)"
Spawn Point Wander,"Spawn Point (-218.07 2.66 -448.59)",1,0,99,"(-218.07, 2.66, -448.59)"
Spawn Point Wander,"Spawn Point (-202.23 0.05 -393.88)",1,0,99,"(-202.23, 0.05, -393.88)"
Spawn Point Wander,"Spawn Point (-168.21 0.06 -417.04)",1,0,99,"(-168.21, 0.06, -417.04)"
Spawn Point Wander,"Spawn Point (-264.74 -3.99 -390.32)",1,0,99,"(-264.74, -3.99, -390.32)"
Spawn Point Wander,"Spawn Point (-279.61 0.08 -365.45)",1,0,99,"(-279.61, 0.08, -365.45)"
Spawn Point Wander,"Spawn Point (-219.16 -4.00 -385.37)",1,0,99,"(-219.16, -4.00, -385.37)"
Spawn Point Wander,"Spawn Point (-122.74 8.16 -333.35)",1,0,99,"(-122.74, 8.16, -333.35)"
Spawn Point Wander,"Spawn Point (-205.29 0.05 -390.55)",1,0,99,"(-205.29, 0.05, -390.55)"
Spawn Point Wander,"Spawn Point (-134.36 4.18 -341.10)",1,0,99,"(-134.36, 4.18, -341.10)"
Spawn Point Wander,"Spawn Point (-199.41 4.13 -296.50)",1,0,99,"(-199.41, 4.13, -296.50)"
Spawn Point Wander,"Spawn Point (-170.58 0.06 -416.83)",1,0,99,"(-170.58, 0.06, -416.83)"
Spawn Point Wander,"Spawn Point (-167.87 0.06 -419.56)",1,0,99,"(-167.87, 0.06, -419.56)"
Spawn Point Wander,"Spawn Point (-278.54 -4.03 -352.00)",1,0,99,"(-278.54, -4.03, -352.00)"
Spawn Point Wander,"Spawn Point (-125.38 -4.97 -264.91)",1,0,99,"(-125.38, -4.97, -264.91)"
Spawn Point Wander,"Spawn Point (-276.10 0.06 -333.32)",1,0,99,"(-276.10, 0.06, -333.32)"
Spawn Point Wander,"Spawn Point (-213.12 0.05 -378.76)",1,0,99,"(-213.12, 0.05, -378.76)"
Spawn Point Wander,"Spawn Point (-253.22 4.14 -282.73)",1,0,99,"(-253.22, 4.14, -282.73)"
Spawn Point Wander,"Spawn Point (-279.36 0.06 -334.88)",1,0,99,"(-279.36, 0.06, -334.88)"
Spawn Point Wander,"Spawn Point (-115.12 -4.02 -328.63)",1,0,99,"(-115.12, -4.02, -328.63)"
Spawn Point Wander,"Spawn Point (-219.43 -4.00 -383.07)",1,0,99,"(-219.43, -4.00, -383.07)"
Spawn Point Wander,"Spawn Point (-115.16 -4.02 -327.16)",1,0,99,"(-115.16, -4.02, -327.16)"
Spawn Point Wander,"Spawn Point (-263.00 0.06 -388.23)",1,0,99,"(-263.00, 0.06, -388.23)"
Spawn Point Wander,"Spawn Point (-253.24 4.14 -279.92)",1,0,99,"(-253.24, 4.14, -279.92)"
Spawn Point Wander,"Spawn Point (-122.48 8.20 -338.15)",1,0,99,"(-122.48, 8.20, -338.15)"
Spawn Point Wander,"Spawn Point (-116.40 0.00 -256.52)",1,0,99,"(-116.40, 0.00, -256.52)"
Spawn Point Wander,"Spawn Point (-115.67 0.01 -256.94)",1,0,99,"(-115.67, 0.01, -256.94)"
Spawn Point Wander,"Spawn Point (-279.10 0.06 -337.01)",1,0,99,"(-279.10, 0.06, -337.01)"
Spawn Point Wander,"Spawn Point (-256.67 -3.97 -295.16)",1,0,99,"(-256.67, -3.97, -295.16)"
Spawn Point Wander,"Spawn Point (-257.96 0.01 -385.45)",1,0,99,"(-257.96, 0.01, -385.45)"
Spawn Point Wander,"Spawn Point (-178.15 0.11 -415.29)",1,0,99,"(-178.15, 0.11, -415.29)"
Spawn Point Wander,"Spawn Point (-245.28 2.66 -452.87)",1,0,99,"(-245.28, 2.66, -452.87)"
Spawn Point Wander,"Spawn Point (-269.34 -2.06 -387.70)",1,0,99,"(-269.34, -2.06, -387.70)"
Spawn Point Wander,"Spawn Point (-122.30 8.19 -336.07)",1,0,99,"(-122.30, 8.19, -336.07)"
Spawn Point Wander,"Spawn Point (-279.61 0.08 -365.45)",1,0,99,"(-279.61, 0.08, -365.45)"
Spawn Point Wander,"Spawn Point (-256.56 4.14 -282.41)",1,0,99,"(-256.56, 4.14, -282.41)"
Spawn Point Wander,"Spawn Point (-216.98 -4.00 -385.22)",1,0,99,"(-216.98, -4.00, -385.22)"
Spawn Point Wander,"Spawn Point (-183.65 2.71 -227.12)",1,0,99,"(-183.65, 2.71, -227.12)"
Spawn Point Wander,"Spawn Point (-184.60 0.11 -416.46)",1,0,99,"(-184.60, 0.11, -416.46)"
Spawn Point Wander,"Spawn Point (-275.25 0.08 -381.10)",1,0,99,"(-275.25, 0.08, -381.10)"
Spawn Point Wander,"Spawn Point (-157.21 2.71 -227.04)",1,0,99,"(-157.21, 2.71, -227.04)"
Spawn Point Wander,"Spawn Point (-207.06 4.21 -295.16)",1,0,99,"(-207.06, 4.21, -295.16)"
Spawn Point Wander,"Spawn Point (-113.01 4.20 -416.83)",1,0,99,"(-113.01, 4.20, -416.83)"
Spawn Point Wander,"Spawn Point (-125.79 -4.97 -263.38)",1,0,99,"(-125.79, -4.97, -263.38)"
Spawn Point Wander,"Spawn Point (-134.75 -4.97 -263.90)",1,0,99,"(-134.75, -4.97, -263.90)"
Spawn Point Wander,"Spawn Point (-168.02 -3.99 -337.48)",1,0,99,"(-168.02, -3.99, -337.48)"
Spawn Point Wander,"Spawn Point (-120.62 0.01 -253.47)",1,0,99,"(-120.62, 0.01, -253.47)"
Spawn Point Wander,"Spawn Point (-112.04 4.20 -413.63)",1,0,99,"(-112.04, 4.20, -413.63)"
Spawn Point Wander,"Spawn Point (-125.39 4.13 -338.41)",1,0,99,"(-125.39, 4.13, -338.41)"
Spawn Point Wander,"Spawn Point (-215.22 2.66 -448.71)",1,0,99,"(-215.22, 2.66, -448.71)"
Spawn Point Wander,"Spawn Point (-116.09 0.04 -339.41)",1,0,99,"(-116.09, 0.04, -339.41)"
Spawn Point Wander,"Spawn Point (-269.88 -2.06 -390.79)",1,0,99,"(-269.88, -2.06, -390.79)"
Spawn Point Wander,"Spawn Point (-205.85 4.16 -289.09)",1,0,99,"(-205.85, 4.16, -289.09)"
Spawn Point Wander,"Spawn Point (-248.84 4.23 -362.24)",1,0,99,"(-248.84, 4.23, -362.24)"
Spawn Point Wander,"Spawn Point (-134.65 4.18 -346.01)",1,0,99,"(-134.65, 4.18, -346.01)"
Spawn Point Wander,"Spawn Point (-252.58 -4.02 -293.91)",1,0,99,"(-252.58, -4.02, -293.91)"
Spawn Point Wander,"Spawn Point (-118.55 0.01 -252.22)",1,0,99,"(-118.55, 0.01, -252.22)"
Spawn Point Wander,"Spawn Point (-170.49 0.06 -419.39)",1,0,99,"(-170.49, 0.06, -419.39)"
Spawn Point Wander,"Spawn Point (-184.36 2.71 -222.76)",1,0,99,"(-184.36, 2.71, -222.76)"
Spawn Point Wander,"Spawn Point (-205.86 4.16 -293.59)",1,0,99,"(-205.86, 4.16, -293.59)"
Spawn Point Wander,"Spawn Point (-257.18 4.14 -280.05)",1,0,99,"(-257.18, 4.14, -280.05)"
Spawn Point Wander,"Spawn Point (-276.59 0.06 -335.35)",1,0,99,"(-276.59, 0.06, -335.35)"
Spawn Point Wander,"Spawn Point (-141.92 -4.04 -416.66)",1,0,99,"(-141.92, -4.04, -416.66)"
Spawn Point Wander,"Spawn Point (-217.28 -4.00 -383.27)",1,0,99,"(-217.28, -4.00, -383.27)"
Spawn Point Wander,"Spawn Point (-269.90 -2.06 -392.32)",1,0,99,"(-269.90, -2.06, -392.32)"
Spawn Point Wander,"Spawn Point (-170.80 -3.99 -342.40)",1,0,99,"(-170.80, -3.99, -342.40)"
Spawn Point Wander,"Spawn Point (-171.01 -3.99 -337.56)",1,0,99,"(-171.01, -3.99, -337.56)"
Spawn Point Wander,"Spawn Point (-127.77 4.20 -382.27)",1,0,99,"(-127.77, 4.20, -382.27)"
Spawn Point Wander,"Spawn Point (-251.10 -3.98 -296.64)",1,0,99,"(-251.10, -3.98, -296.64)"
Spawn Point Wander,"Spawn Point (-127.46 6.18 -333.57)",1,0,99,"(-127.46, 6.18, -333.57)"
Spawn Point Wander,"Spawn Point (-206.27 1.51 -290.98)",1,0,99,"(-206.27, 1.51, -290.98)"
Spawn Point Wander,"Spawn Point (-244.80 -4.00 -414.79)",1,0,99,"(-244.80, -4.00, -414.79)"
Spawn Point Wander,"Spawn Point (-250.03 -4.01 -293.72)",1,0,99,"(-250.03, -4.01, -293.72)"
Spawn Point Wander,"Spawn Point (-207.75 4.16 -295.23)",1,0,99,"(-207.75, 4.16, -295.23)"
Spawn Point Wander,"Spawn Point (-224.88 0.08 -279.87)",1,0,99,"(-224.88, 0.08, -279.87)"
Spawn Point Wander,"Spawn Point (-206.70 4.16 -290.49)",1,0,99,"(-206.70, 4.16, -290.49)"
Spawn Point Wander,"Spawn Point (-166.67 0.06 -416.11)",1,0,99,"(-166.67, 0.06, -416.11)"
Spawn Point Wander,"Spawn Point (-135.21 -4.97 -265.53)",1,0,99,"(-135.21, -4.97, -265.53)"
Spawn Point Wander,"Spawn Point (-112.60 4.20 -419.06)",1,0,99,"(-112.60, 4.20, -419.06)"
Spawn Point Wander,"Spawn Point (-116.62 -4.00 -398.18)",1,0,99,"(-116.62, -4.00, -398.18)"
Spawn Point Wander,"Spawn Point (-116.01 0.04 -336.38)",1,0,99,"(-116.01, 0.04, -336.38)"
Spawn Point Wander,"Spawn Point (-108.59 4.20 -413.89)",1,0,99,"(-108.59, 4.20, -413.89)"
Spawn Point Wander,"Spawn Point (-244.10 2.66 -452.92)",1,0,99,"(-244.10, 2.66, -452.92)"
Spawn Point Wander,"Spawn Point (-116.28 -4.03 -404.21)",1,0,99,"(-116.28, -4.03, -404.21)"
Spawn Point Wander,"Spawn Point (-231.64 0.08 -286.69)",1,0,99,"(-231.64, 0.08, -286.69)"
Spawn Rush,"Spawn Rush: Objective #1",1,0,99,"(-269.90, -2.01, -392.32)"
Boss Hunter (pmcBot),"Spawn Point (-279.23 0.08 -349.23)",1,15,99,"(-279.23, 0.08, -349.23)"
Boss Hunter (pmcBot),"Spawn Point (-179.44 0.11 -407.41)",1,15,99,"(-179.44, 0.11, -407.41)"
Boss Hunter (pmcBot),"Spawn Point (-260.29 0.04 -390.58)",1,15,99,"(-260.29, 0.04, -390.58)"
Boss Hunter (pmcBot),"Spawn Point (-157.57 2.71 -222.76)",1,15,99,"(-157.57, 2.71, -222.76)"
Boss Hunter (pmcBot),"Spawn Point (-244.98 2.66 -448.62)",1,15,99,"(-244.98, 2.66, -448.62)"
Boss Hunter (pmcBot),"Spawn Point (-208.02 4.21 -297.86)",1,15,99,"(-208.02, 4.21, -297.86)"
Boss Hunter (pmcBot),"Spawn Point (-255.63 4.15 -376.37)",1,15,99,"(-255.63, 4.15, -376.37)"
Boss Hunter (pmcBot),"Spawn Point (-253.56 4.15 -376.29)",1,15,99,"(-253.56, 4.15, -376.29)"
Boss Hunter (pmcBot),"Spawn Point (-226.68 0.08 -279.62)",1,15,99,"(-226.68, 0.08, -279.62)"
Boss Hunter (pmcBot),"Spawn Point (-279.68 0.08 -352.99)",1,15,99,"(-279.68, 0.08, -352.99)"
Boss Hunter (pmcBot),"Spawn Point (-128.38 -4.04 -417.95)",1,15,99,"(-128.38, -4.04, -417.95)"
Boss Hunter (pmcBot),"Spawn Point (-218.07 2.66 -448.59)",1,15,99,"(-218.07, 2.66, -448.59)"
Boss Hunter (pmcBot),"Spawn Point (-202.23 0.05 -393.88)",1,15,99,"(-202.23, 0.05, -393.88)"
Boss Hunter (pmcBot),"Spawn Point (-279.61 0.08 -365.45)",1,15,99,"(-279.61, 0.08, -365.45)"
Boss Hunter (pmcBot),"Spawn Point (-205.29 0.05 -390.55)",1,15,99,"(-205.29, 0.05, -390.55)"
Boss Hunter (pmcBot),"Spawn Point (-134.36 4.18 -341.10)",1,15,99,"(-134.36, 4.18, -341.10)"
Boss Hunter (pmcBot),"Spawn Point (-199.41 4.13 -296.50)",1,15,99,"(-199.41, 4.13, -296.50)"
Boss Hunter (pmcBot),"Spawn Point (-213.12 0.05 -378.76)",1,15,99,"(-213.12, 0.05, -378.76)"
Boss Hunter (pmcBot),"Spawn Point (-116.40 0.00 -256.52)",1,15,99,"(-116.40, 0.00, -256.52)"
Boss Hunter (pmcBot),"Spawn Point (-257.96 0.01 -385.45)",1,15,99,"(-257.96, 0.01, -385.45)"
Boss Hunter (pmcBot),"Spawn Point (-178.15 0.11 -415.29)",1,15,99,"(-178.15, 0.11, -415.29)"
Boss Hunter (pmcBot),"Spawn Point (-245.28 2.66 -452.87)",1,15,99,"(-245.28, 2.66, -452.87)"
Boss Hunter (pmcBot),"Spawn Point (-279.61 0.08 -365.45)",1,15,99,"(-279.61, 0.08, -365.45)"
Boss Hunter (pmcBot),"Spawn Point (-183.65 2.71 -227.12)",1,15,99,"(-183.65, 2.71, -227.12)"
Boss Hunter (pmcBot),"Spawn Point (-184.60 0.11 -416.46)",1,15,99,"(-184.60, 0.11, -416.46)"
Boss Hunter (pmcBot),"Spawn Point (-275.25 0.08 -381.10)",1,15,99,"(-275.25, 0.08, -381.10)"
Boss Hunter (pmcBot),"Spawn Point (-157.21 2.71 -227.04)",1,15,99,"(-157.21, 2.71, -227.04)"
Boss Hunter (pmcBot),"Spawn Point (-207.06 4.21 -295.16)",1,15,99,"(-207.06, 4.21, -295.16)"
Boss Hunter (pmcBot),"Spawn Point (-215.22 2.66 -448.71)",1,15,99,"(-215.22, 2.66, -448.71)"
Boss Hunter (pmcBot),"Spawn Point (-116.09 0.04 -339.41)",1,15,99,"(-116.09, 0.04, -339.41)"
Boss Hunter (pmcBot),"Spawn Point (-248.84 4.23 -362.24)",1,15,99,"(-248.84, 4.23, -362.24)"
Boss Hunter (pmcBot),"Spawn Point (-134.65 4.18 -346.01)",1,15,99,"(-134.65, 4.18, -346.01)"
Boss Hunter (pmcBot),"Spawn Point (-184.36 2.71 -222.76)",1,15,99,"(-184.36, 2.71, -222.76)"
Boss Hunter (pmcBot),"Spawn Point (-141.92 -4.04 -416.66)",1,15,99,"(-141.92, -4.04, -416.66)"
Boss Hunter (pmcBot),"Spawn Point (-127.77 4.20 -382.27)",1,15,99,"(-127.77, 4.20, -382.27)"
Boss Hunter (pmcBot),"Spawn Point (-206.27 1.51 -290.98)",1,15,99,"(-206.27, 1.51, -290.98)"
Boss Hunter (pmcBot),"Spawn Point (-244.80 -4.00 -414.79)",1,15,99,"(-244.80, -4.00, -414.79)"
Boss Hunter (pmcBot),"Spawn Point (-224.88 0.08 -279.87)",1,15,99,"(-224.88, 0.08, -279.87)"
Boss Hunter (pmcBot),"Spawn Point (-116.01 0.04 -336.38)",1,15,99,"(-116.01, 0.04, -336.38)"
Boss Hunter (pmcBot),"Spawn Point (-244.10 2.66 -452.92)",1,15,99,"(-244.10, 2.66, -452.92)"
Boss Hunter (pmcBot),"Spawn Point (-231.64 0.08 -286.69)",1,15,99,"(-231.64, 0.08, -286.69)"
Containment Block Power Switch,"Containment Block Power Switch: Objective #1",2,0,99,"(-113.73, 0.08, -435.33)"
Sewage Conduit Pump Switch,"Sewage Conduit Pump Switch: Objective #1",2,0,99,"(-137.00, -4.12, -255.90)"
Medical Block Elevator Power Switch,"Medical Block Elevator Power Switch: Objective #1",2,0,99,"(-123.75, -4.02, -314.40)"
Cargo Block Elevator Power Switch,"Cargo Block Elevator Power Switch: Objective #1",2,0,99,"(-122.65, -4.02, -353.83)"
Main Elevator Power Switch,"Main Elevator Power Switch: Objective #1",2,0,99,"(-272.88, -4.02, -366.45)"
Parking Gate Controls,"Parking Gate Controls: Objective #1",2,0,99,"(-244.06, 4.13, -380.75)"
Parking Gate Alarm Controls,"Parking Gate Alarm Controls: Objective #1",2,0,99,"(-219.55, 4.13, -381.10)"
Hangar Gate Controls,"Hangar Gate Controls: Objective #1",2,0,99,"(-171.80, 4.28, -283.17)"
Weapons Testing Area Room,"Weapons Testing Area Room: Objective #1",1,15,99,"(-182.76, 0.38, -315.94)"
Conference Room,"Conference Room: Objective #1",1,0,99,"(-222.10, 4.13, -355.67)"
Conference Room,"Conference Room: Objective #2",1,0,99,"(-230.41, 4.13, -340.19)"
Conference Room,"Conference Room: Objective #3",1,0,99,"(-221.85, 4.13, -331.04)"
Conference Room,"Conference Room: Objective #4",1,0,99,"(-234.55, 4.13, -346.63)"
Manager's Office,"Manager's Office: Objective #1",2,15,99,"(-162.92, 4.13, -348.67)"
Red Room,"Red Room: Objective #1",4,15,99,"(-254.14, 4.13, -326.16)"
Violet Room,"Violet Room: Objective #1",4,15,99,"(-267.25, 4.13, -321.63)"
Black Room,"Black Room: Objective #1",1,15,99,"(-126.29, 0.03, -361.78)"
Black Room,"Black Room: Objective #2",1,15,99,"(-138.05, 0.03, -356.13)"
Black Room,"Black Room: Objective #3",1,15,99,"(-130.35, 0.08, -357.60)"
Blue Room,"Blue Room: Objective #1",1,15,99,"(-136.56, 0.03, -403.94)"
Blue Room,"Blue Room: Objective #2",1,15,99,"(-124.24, 0.05, -398.36)"
Green Room,"Green Room: Objective #1",1,15,99,"(-132.09, 4.13, -350.51)"
Green Room,"Green Room: Objective #2",1,15,99,"(-124.59, 4.13, -351.08)"
Green Room,"Green Room: Objective #3",1,15,99,"(-123.25, 4.13, -356.21)"
Green Room,"Green Room: Objective #4",1,15,99,"(-137.11, 4.13, -368.40)"
Green Room,"Green Room: Objective #5",1,15,99,"(-124.03, 4.15, -364.90)"
Green Room,"Green Room: Objective #6",1,15,99,"(-128.07, 4.13, -376.82)"
Green Room,"Green Room: Objective #7",1,15,99,"(-137.67, 4.13, -376.48)"
Green Room,"Green Room: Objective #8",1,15,99,"(-138.27, 4.13, -357.42)"
Sanitar's Room,"Sanitar's Room: Objective #1",1,15,99,"(-131.38, 4.14, -336.30)"
Server Room,"Server Room: Objective #1",1,0,99,"(-115.90, 1.44, -308.94)"
Server Room,"Server Room: Objective #2",1,0,99,"(-126.70, 1.38, -290.84)"
Server Room,"Server Room: Objective #3",1,0,99,"(-137.59, 1.38, -309.43)"
Server Room,"Server Room: Objective #4",1,0,99,"(-138.42, 4.13, -318.79)"
Server Room,"Server Room: Objective #5",1,0,99,"(-138.51, 4.13, -291.28)"
Server Room Control Room,"Server Room Control Room: Objective #1",3,0,99,"(-138.30, 4.13, -281.73)"
Main Working Area East,"Main Working Area East: Objective #1",1,0,99,"(-183.34, 0.03, -327.97)"
Main Working Area East,"Main Working Area East: Objective #2",1,0,99,"(-166.00, 0.03, -323.20)"
Main Working Area East,"Main Working Area East: Objective #3",1,0,99,"(-158.60, 0.13, -317.92)"
Main Working Area West,"Main Working Area West: Objective #1",1,0,99,"(-174.60, 0.03, -372.84)"
Main Working Area West,"Main Working Area West: Objective #2",1,0,99,"(-184.40, 0.03, -370.52)"
Main Working Area West,"Main Working Area West: Objective #3",1,0,99,"(-163.11, 0.03, -372.70)"
Main Working Area West,"Main Working Area West: Objective #4",1,0,99,"(-160.92, 0.05, -360.41)"
Main Working Area West,"Main Working Area West: Objective #5",1,0,99,"(-169.33, 0.13, -358.21)"
Main Working Area West,"Main Working Area West: Objective #6",1,0,99,"(-181.84, 0.03, -358.73)"
Security Office,"Security Office: Objective #1",1,0,99,"(-266.90, 4.13, -326.35)"
Security Office,"Security Office: Objective #2",1,0,99,"(-258.15, 4.13, -318.11)"
Board Room,"Board Room: Objective #1",1,0,99,"(-168.04, 4.13, -345.19)"
Board Room,"Board Room: Objective #2",1,0,99,"(-177.07, 4.13, -342.47)"
Medical Block Elevator Stairwell,"Medical Block Elevator Stairwell: Objective #1",2,0,99,"(-127.42, -2.02, -333.26)"
Ventilation Shaft Stairwell,"Ventilation Shaft Stairwell: Objective #1",2,0,99,"(-108.06, -2.01, -419.19)"
Parking Stairwell,"Parking Stairwell: Objective #1",2,0,99,"(-269.42, -2.00, -392.33)"
NE Stairwell,"NE Stairwell: Objective #1",2,0,99,"(-253.73, -1.87, -303.51)"
Central Stairwell 1,"Central Stairwell 1: Objective #1",2,0,99,"(-171.22, -2.66, -328.74)"
Central Stairwell 2,"Central Stairwell 2: Objective #1",2,0,99,"(-170.75, -2.64, -356.99)"
Server Room SW Stairs,"Server Room SW Stairs: Objective #1",1,0,99,"(-118.98, 1.42, -331.96)"
Server Room NW Stairs,"Server Room NW Stairs: Objective #1",1,0,99,"(-138.33, 1.41, -331.89)"
Server Room Drop-Down Area,"Server Room Drop-Down Area: Objective #1",1,0,99,"(-121.03, -4.02, -308.92)"
Negotiation Room,"Negotiation Room: Objective #1",1,0,99,"(-143.67, 0.03, -398.70)"
Negotiation Room,"Negotiation Room: Objective #2",1,0,99,"(-157.88, 0.03, -394.46)"
Blue Room Entry,"Blue Room Entry: Objective #1",1,0,99,"(-137.20, 0.05, -409.79)"
Blue Room Entry,"Blue Room Entry: Objective #2",1,0,99,"(-136.91, 0.04, -387.08)"
Lecture Hall,"Lecture Hall: Objective #1",1,0,99,"(-216.70, 0.03, -314.27)"
Lecture Hall,"Lecture Hall: Objective #2",1,0,99,"(-219.65, 0.42, -307.14)"
Lecture Hall,"Lecture Hall: Objective #3",1,0,99,"(-203.52, 1.42, -305.37)"
Gym,"Gym: Objective #1",1,0,99,"(-242.11, 0.03, -296.26)"
Security Barracks,"Security Barracks: Objective #1",1,0,99,"(-257.08, 0.03, -321.52)"
Admin Office,"Admin Office: Objective #1",1,0,99,"(-250.90, 4.13, -368.95)"
Admin Office,"Admin Office: Objective #2",1,0,99,"(-257.99, 4.13, -370.23)"
Admin Office,"Admin Office: Objective #3",1,0,99,"(-267.13, 4.13, -371.05)"
Cafeteria,"Cafeteria: Objective #1",1,0,99,"(-235.27, 4.13, -310.99)"
Cafeteria,"Cafeteria: Objective #2",1,0,99,"(-237.08, 4.13, -297.04)"
Cafeteria,"Cafeteria: Objective #3",1,0,99,"(-223.11, 4.13, -297.14)"
Cafeteria Camping,"Cafeteria Camping: Objective #1",2,0,99,"(-215.83, 4.13, -306.32)"
Infirmary,"Infirmary: Objective #1",1,0,99,"(-136.91, 4.13, -388.55)"
Infirmary,"Infirmary: Objective #2",1,0,99,"(-127.58, 4.23, -398.74)"
Infirmary,"Infirmary: Objective #3",1,0,99,"(-136.30, 4.13, -409.69)"
