Quest Name,Objective,Steps,Min Level,Max Level,First Step Position
Snatch,"Item Lightkeeper intelligence",1,33,66,"(102.44, -6.91, 66.19)"
Special Comms,"Zone Place_item_tools_rezerve",2,19,43,"(50.77, -0.56, -182.57)"
Is This a Reference?,"Zone zone_grass_green",2,25,53,"(-84.41, -6.87, 60.69)"
Is This a Reference?,"Zone zone_two_chairs",2,25,53,"(125.80, -6.86, -89.00)"
Is This a Reference?,"Zone zone_tanchiki",2,25,53,"(-76.36, -7.01, -19.36)"
Hot Wheels,"Zone Btr_wheels",2,20,45,"(99.40, -6.51, 27.50)"
Hot Wheels - Let's Try Again,"Zone Btr_wheels",2,20,45,"(99.40, -6.51, 27.50)"
Order From Outside,"Item KOSA UAV electronic jamming device",1,20,45,"(-71.20, -6.41, 24.00)"
The Price of Independence,"Zone Zone_leeter_final",2,20,45,"(-127.59, -0.16, -20.98)"
The Price of Independence,"Zone Zone_leeter_final",2,20,45,"(-127.59, -0.16, -20.98)"
Simple Side Job,"Item Lightkeeper's case",1,20,45,"(-75.83, -0.42, -28.67)"
Hide in Plain Sight,"Zone new_year_2024_market_reservee",1,0,99,"(-103.74, -6.91, 14.98)"
Spawn Point Wander,"Spawn Point (148.69 -10.82 38.07)",1,0,99,"(148.69, -10.82, 38.07)"
Spawn Point Wander,"Spawn Point (141.04 -6.50 -223.10)",1,0,99,"(141.04, -6.50, -223.10)"
Spawn Point Wander,"Spawn Point (-85.14 -14.51 36.95)",1,0,99,"(-85.14, -14.51, 36.95)"
Spawn Point Wander,"Spawn Point (-118.60 -6.94 -3.04)",1,0,99,"(-118.60, -6.94, -3.04)"
Spawn Point Wander,"Spawn Point (-115.93 -5.47 -22.95)",1,0,99,"(-115.93, -5.47, -22.95)"
Spawn Point Wander,"Spawn Point (-94.91 -14.75 3.42)",1,0,99,"(-94.91, -14.75, 3.42)"
Spawn Point Wander,"Spawn Point (62.28 -6.93 -174.45)",1,0,99,"(62.28, -6.93, -174.45)"
Spawn Point Wander,"Spawn Point (65.83 -6.77 -39.17)",1,0,99,"(65.83, -6.77, -39.17)"
Spawn Point Wander,"Spawn Point (86.82 -6.77 -33.85)",1,0,99,"(86.82, -6.77, -33.85)"
Spawn Point Wander,"Spawn Point (60.72 -6.71 63.77)",1,0,99,"(60.72, -6.71, 63.77)"
Spawn Point Wander,"Spawn Point (142.89 -10.82 40.54)",1,0,99,"(142.89, -10.82, 40.54)"
Spawn Point Wander,"Spawn Point (-168.59 -6.30 55.70)",1,0,99,"(-168.59, -6.30, 55.70)"
Spawn Point Wander,"Spawn Point (164.50 -6.82 -234.91)",1,0,99,"(164.50, -6.82, -234.91)"
Spawn Point Wander,"Spawn Point (-140.16 -6.96 -35.54)",1,0,99,"(-140.16, -6.96, -35.54)"
Spawn Point Wander,"Spawn Point (147.06 -10.82 34.65)",1,0,99,"(147.06, -10.82, 34.65)"
Spawn Point Wander,"Spawn Point (148.81 -10.82 36.23)",1,0,99,"(148.81, -10.82, 36.23)"
Spawn Point Wander,"Spawn Point (189.64 -6.78 -101.46)",1,0,99,"(189.64, -6.78, -101.46)"
Spawn Point Wander,"Spawn Point (217.32 -6.91 -172.02)",1,0,99,"(217.32, -6.91, -172.02)"
Spawn Point Wander,"Spawn Point (164.81 -5.17 -161.37)",1,0,99,"(164.81, -5.17, -161.37)"
Spawn Point Wander,"Spawn Point (219.21 -6.91 -173.99)",1,0,99,"(219.21, -6.91, -173.99)"
Spawn Point Wander,"Spawn Point (-99.95 -14.51 17.43)",1,0,99,"(-99.95, -14.51, 17.43)"
Spawn Point Wander,"Spawn Point (-167.83 -6.30 59.13)",1,0,99,"(-167.83, -6.30, 59.13)"
Spawn Point Wander,"Spawn Point (73.38 -15.50 -38.34)",1,0,99,"(73.38, -15.50, -38.34)"
Spawn Point Wander,"Spawn Point (-108.28 -10.45 73.57)",1,0,99,"(-108.28, -10.45, 73.57)"
Spawn Point Wander,"Spawn Point (63.07 -6.88 -171.97)",1,0,99,"(63.07, -6.88, -171.97)"
Spawn Point Wander,"Spawn Point (-119.01 -5.47 -24.37)",1,0,99,"(-119.01, -5.47, -24.37)"
Spawn Point Wander,"Spawn Point (-29.72 -6.75 -12.45)",1,0,99,"(-29.72, -6.75, -12.45)"
Spawn Point Wander,"Spawn Point (-160.52 -6.29 65.64)",1,0,99,"(-160.52, -6.29, 65.64)"
Spawn Point Wander,"Spawn Point (-79.00 21.26 193.82)",1,0,99,"(-79.00, 21.26, 193.82)"
Spawn Point Wander,"Spawn Point (171.62 -5.17 -167.66)",1,0,99,"(171.62, -5.17, -167.66)"
Spawn Point Wander,"Spawn Point (58.35 -12.23 -155.19)",1,0,99,"(58.35, -12.23, -155.19)"
Spawn Point Wander,"Spawn Point (38.57 -0.54 -184.23)",1,0,99,"(38.57, -0.54, -184.23)"
Spawn Point Wander,"Spawn Point (156.49 -6.82 -234.91)",1,0,99,"(156.49, -6.82, -234.91)"
Spawn Point Wander,"Spawn Point (-162.34 -6.31 62.19)",1,0,99,"(-162.34, -6.31, 62.19)"
Spawn Point Wander,"Spawn Point (243.13 -7.09 -88.11)",1,0,99,"(243.13, -7.09, -88.11)"
Spawn Point Wander,"Spawn Point (41.44 -12.23 -110.21)",1,0,99,"(41.44, -12.23, -110.21)"
Spawn Point Wander,"Spawn Point (57.90 -6.71 64.82)",1,0,99,"(57.90, -6.71, 64.82)"
Spawn Point Wander,"Spawn Point (186.80 -6.78 -105.00)",1,0,99,"(186.80, -6.78, -105.00)"
Spawn Point Wander,"Spawn Point (-27.86 12.61 184.18)",1,0,99,"(-27.86, 12.61, 184.18)"
Spawn Point Wander,"Spawn Point (-105.64 -14.50 21.84)",1,0,99,"(-105.64, -14.50, 21.84)"
Spawn Point Wander,"Spawn Point (-145.44 -6.94 53.34)",1,0,99,"(-145.44, -6.94, 53.34)"
Spawn Point Wander,"Spawn Point (-154.14 -6.17 -9.22)",1,0,99,"(-154.14, -6.17, -9.22)"
Spawn Point Wander,"Spawn Point (23.63 -6.93 8.21)",1,0,99,"(23.63, -6.93, 8.21)"
Spawn Point Wander,"Spawn Point (-74.09 -6.82 27.01)",1,0,99,"(-74.09, -6.82, 27.01)"
Spawn Point Wander,"Spawn Point (-37.52 -6.79 -172.26)",1,0,99,"(-37.52, -6.79, -172.26)"
Spawn Point Wander,"Spawn Point (-117.59 -14.59 58.74)",1,0,99,"(-117.59, -14.59, 58.74)"
Spawn Point Wander,"Spawn Point (56.67 -6.71 66.65)",1,0,99,"(56.67, -6.71, 66.65)"
Spawn Point Wander,"Spawn Point (-90.44 -14.51 14.51)",1,0,99,"(-90.44, -14.51, 14.51)"
Spawn Point Wander,"Spawn Point (-27.94 12.61 181.58)",1,0,99,"(-27.94, 12.61, 181.58)"
Spawn Point Wander,"Spawn Point (-266.77 -6.25 23.06)",1,0,99,"(-266.77, -6.25, 23.06)"
Spawn Point Wander,"Spawn Point (32.54 -6.77 -11.45)",1,0,99,"(32.54, -6.77, -11.45)"
Spawn Point Wander,"Spawn Point (168.45 -6.82 -234.91)",1,0,99,"(168.45, -6.82, -234.91)"
Spawn Point Wander,"Spawn Point (43.05 -6.79 -32.69)",1,0,99,"(43.05, -6.79, -32.69)"
Spawn Point Wander,"Spawn Point (-83.86 -6.82 44.85)",1,0,99,"(-83.86, -6.82, 44.85)"
Spawn Point Wander,"Spawn Point (126.44 -6.77 45.43)",1,0,99,"(126.44, -6.77, 45.43)"
Spawn Point Wander,"Spawn Point (160.20 -5.11 -168.05)",1,0,99,"(160.20, -5.11, -168.05)"
Spawn Point Wander,"Spawn Point (138.82 -6.80 -229.27)",1,0,99,"(138.82, -6.80, -229.27)"
Spawn Point Wander,"Spawn Point (102.75 -6.92 -5.48)",1,0,99,"(102.75, -6.92, -5.48)"
Spawn Point Wander,"Spawn Point (-135.10 -6.67 -129.99)",1,0,99,"(-135.10, -6.67, -129.99)"
Spawn Point Wander,"Spawn Point (249.14 -6.45 -28.23)",1,0,99,"(249.14, -6.45, -28.23)"
Spawn Point Wander,"Spawn Point (-121.91 -5.45 -21.67)",1,0,99,"(-121.91, -5.45, -21.67)"
Spawn Point Wander,"Spawn Point (25.86 -6.93 7.19)",1,0,99,"(25.86, -6.93, 7.19)"
Spawn Point Wander,"Spawn Point (141.38 -10.82 41.13)",1,0,99,"(141.38, -10.82, 41.13)"
Spawn Point Wander,"Spawn Point (-6.03 -6.96 -182.43)",1,0,99,"(-6.03, -6.96, -182.43)"
Spawn Point Wander,"Spawn Point (173.99 -5.17 -166.78)",1,0,99,"(173.99, -5.17, -166.78)"
Spawn Point Wander,"Spawn Point (188.81 -6.84 -106.42)",1,0,99,"(188.81, -6.84, -106.42)"
Spawn Point Wander,"Spawn Point (-50.74 -6.49 15.70)",1,0,99,"(-50.74, -6.49, 15.70)"
Spawn Point Wander,"Spawn Point (-82.44 -14.26 28.90)",1,0,99,"(-82.44, -14.26, 28.90)"
Spawn Point Wander,"Spawn Point (-137.97 -7.05 -129.99)",1,0,99,"(-137.97, -7.05, -129.99)"
Spawn Point Wander,"Spawn Point (23.48 -5.11 -128.25)",1,0,99,"(23.48, -5.11, -128.25)"
Spawn Point Wander,"Spawn Point (-36.37 -6.98 -166.98)",1,0,99,"(-36.37, -6.98, -166.98)"
Spawn Point Wander,"Spawn Point (22.67 -6.92 5.17)",1,0,99,"(22.67, -6.92, 5.17)"
Spawn Point Wander,"Spawn Point (23.23 -6.90 6.62)",1,0,99,"(23.23, -6.90, 6.62)"
Spawn Point Wander,"Spawn Point (189.45 -6.81 -96.26)",1,0,99,"(189.45, -6.81, -96.26)"
Spawn Point Wander,"Spawn Point (55.93 -6.71 65.11)",1,0,99,"(55.93, -6.71, 65.11)"
Spawn Point Wander,"Spawn Point (-86.14 -14.40 21.38)",1,0,99,"(-86.14, -14.40, 21.38)"
Spawn Point Wander,"Spawn Point (-265.47 -5.55 13.13)",1,0,99,"(-265.47, -5.55, 13.13)"
Spawn Point Wander,"Spawn Point (-115.36 -5.45 -26.61)",1,0,99,"(-115.36, -5.45, -26.61)"
Spawn Point Wander,"Spawn Point (225.13 -6.85 -122.95)",1,0,99,"(225.13, -6.85, -122.95)"
Spawn Point Wander,"Spawn Point (86.16 -6.81 -36.56)",1,0,99,"(86.16, -6.81, -36.56)"
Spawn Point Wander,"Spawn Point (63.69 -6.90 -168.20)",1,0,99,"(63.69, -6.90, -168.20)"
Spawn Point Wander,"Spawn Point (-264.50 -5.22 11.51)",1,0,99,"(-264.50, -5.22, 11.51)"
Spawn Point Wander,"Spawn Point (-71.49 21.43 193.75)",1,0,99,"(-71.49, 21.43, 193.75)"
Spawn Point Wander,"Spawn Point (-62.30 -7.02 37.87)",1,0,99,"(-62.30, -7.02, 37.87)"
Spawn Point Wander,"Spawn Point (-252.84 -5.38 -0.72)",1,0,99,"(-252.84, -5.38, -0.72)"
Spawn Point Wander,"Spawn Point (96.70 -7.02 -16.16)",1,0,99,"(96.70, -7.02, -16.16)"
Spawn Point Wander,"Spawn Point (-49.29 -6.49 18.10)",1,0,99,"(-49.29, -6.49, 18.10)"
Spawn Point Wander,"Spawn Point (85.06 -6.68 -37.87)",1,0,99,"(85.06, -6.68, -37.87)"
Spawn Point Wander,"Spawn Point (-32.86 -6.98 -154.47)",1,0,99,"(-32.86, -6.98, -154.47)"
Spawn Point Wander,"Spawn Point (-163.71 -6.31 61.13)",1,0,99,"(-163.71, -6.31, 61.13)"
Spawn Point Wander,"Spawn Point (30.67 -12.23 -153.95)",1,0,99,"(30.67, -12.23, -153.95)"
Spawn Point Wander,"Spawn Point (25.67 -6.93 4.88)",1,0,99,"(25.67, -6.93, 4.88)"
Spawn Point Wander,"Spawn Point (248.31 -6.47 -32.88)",1,0,99,"(248.31, -6.47, -32.88)"
Spawn Point Wander,"Spawn Point (-136.37 -14.63 41.58)",1,0,99,"(-136.37, -14.63, 41.58)"
Spawn Point Wander,"Spawn Point (-10.27 -7.04 -186.01)",1,0,99,"(-10.27, -7.04, -186.01)"
Spawn Point Wander,"Spawn Point (192.44 -6.83 -97.52)",1,0,99,"(192.44, -6.83, -97.52)"
Spawn Point Wander,"Spawn Point (230.42 -6.85 -117.53)",1,0,99,"(230.42, -6.85, -117.53)"
Spawn Point Wander,"Spawn Point (248.83 -6.02 -18.01)",1,0,99,"(248.83, -6.02, -18.01)"
Spawn Point Wander,"Spawn Point (-33.72 -6.98 -156.91)",1,0,99,"(-33.72, -6.98, -156.91)"
Spawn Point Wander,"Spawn Point (104.76 -7.01 12.85)",1,0,99,"(104.76, -7.01, 12.85)"
Spawn Point Wander,"Spawn Point (160.23 -6.82 -234.91)",1,0,99,"(160.23, -6.82, -234.91)"
Spawn Point Wander,"Spawn Point (-34.87 -6.98 -169.22)",1,0,99,"(-34.87, -6.98, -169.22)"
Spawn Point Wander,"Spawn Point (-5.97 -7.00 -180.04)",1,0,99,"(-5.97, -7.00, -180.04)"
Spawn Point Wander,"Spawn Point (1.84 -6.93 -40.00)",1,0,99,"(1.84, -6.93, -40.00)"
Spawn Point Wander,"Spawn Point (-104.22 -14.50 33.83)",1,0,99,"(-104.22, -14.50, 33.83)"
Spawn Point Wander,"Spawn Point (-89.81 -14.47 17.20)",1,0,99,"(-89.81, -14.47, 17.20)"
Spawn Point Wander,"Spawn Point (-52.99 -6.82 40.57)",1,0,99,"(-52.99, -6.82, 40.57)"
Spawn Point Wander,"Spawn Point (-75.97 21.36 194.04)",1,0,99,"(-75.97, 21.36, 194.04)"
Spawn Point Wander,"Spawn Point (-78.66 21.08 191.14)",1,0,99,"(-78.66, 21.08, 191.14)"
Spawn Point Wander,"Spawn Point (62.84 -6.71 63.11)",1,0,99,"(62.84, -6.71, 63.11)"
Spawn Point Wander,"Spawn Point (-163.12 -6.17 -6.84)",1,0,99,"(-163.12, -6.17, -6.84)"
Spawn Point Wander,"Spawn Point (83.17 -12.22 -123.12)",1,0,99,"(83.17, -12.22, -123.12)"
Spawn Point Wander,"Spawn Point (-114.94 -10.44 76.40)",1,0,99,"(-114.94, -10.44, 76.40)"
Spawn Point Wander,"Spawn Point (45.35 -0.79 -196.34)",1,0,99,"(45.35, -0.79, -196.34)"
Spawn Point Wander,"Spawn Point (-48.32 -6.49 15.06)",1,0,99,"(-48.32, -6.49, 15.06)"
Spawn Point Wander,"Spawn Point (170.35 -6.82 -234.91)",1,0,99,"(170.35, -6.82, -234.91)"
Spawn Point Wander,"Spawn Point (197.06 -6.33 42.00)",1,0,99,"(197.06, -6.33, 42.00)"
Spawn Point Wander,"Spawn Point (33.37 -12.23 -142.63)",1,0,99,"(33.37, -12.23, -142.63)"
Spawn Point Wander,"Spawn Point (-7.28 -7.04 -183.43)",1,0,99,"(-7.28, -7.04, -183.43)"
Spawn Point Wander,"Spawn Point (-35.44 -7.04 -34.11)",1,0,99,"(-35.44, -7.04, -34.11)"
Spawn Point Wander,"Spawn Point (61.52 -6.93 -177.18)",1,0,99,"(61.52, -6.93, -177.18)"
Spawn Point Wander,"Spawn Point (-115.72 -5.44 -19.95)",1,0,99,"(-115.72, -5.44, -19.95)"
Spawn Point Wander,"Spawn Point (-112.15 -10.47 75.19)",1,0,99,"(-112.15, -10.47, 75.19)"
Spawn Point Wander,"Spawn Point (39.72 -0.21 -188.59)",1,0,99,"(39.72, -0.21, -188.59)"
Spawn Point Wander,"Spawn Point (137.17 -6.51 -231.95)",1,0,99,"(137.17, -6.51, -231.95)"
Spawn Point Wander,"Spawn Point (216.72 -6.87 -176.89)",1,0,99,"(216.72, -6.87, -176.89)"
Spawn Point Wander,"Spawn Point (87.77 -6.76 -30.58)",1,0,99,"(87.77, -6.76, -30.58)"
Spawn Point Wander,"Spawn Point (102.42 -7.01 3.07)",1,0,99,"(102.42, -7.01, 3.07)"
Spawn Point Wander,"Spawn Point (240.93 -7.05 -94.94)",1,0,99,"(240.93, -7.05, -94.94)"
Spawn Point Wander,"Spawn Point (-149.91 -6.18 -10.41)",1,0,99,"(-149.91, -6.18, -10.41)"
Spawn Point Wander,"Spawn Point (-118.28 -10.48 77.50)",1,0,99,"(-118.28, -10.48, 77.50)"
Spawn Point Wander,"Spawn Point (89.41 -6.82 -24.72)",1,0,99,"(89.41, -6.82, -24.72)"
Spawn Point Wander,"Spawn Point (35.91 -0.26 -189.65)",1,0,99,"(35.91, -0.26, -189.65)"
Spawn Point Wander,"Spawn Point (-74.26 21.37 192.00)",1,0,99,"(-74.26, 21.37, 192.00)"
Spawn Point Wander,"Spawn Point (31.49 -12.23 -146.82)",1,0,99,"(31.49, -12.23, -146.82)"
Spawn Point Wander,"Spawn Point (146.04 -6.85 -230.53)",1,0,99,"(146.04, -6.85, -230.53)"
Spawn Point Wander,"Spawn Point (-6.52 -6.72 -19.16)",1,0,99,"(-6.52, -6.72, -19.16)"
Spawn Point Wander,"Spawn Point (67.85 -7.29 -168.15)",1,0,99,"(67.85, -7.29, -168.15)"
Spawn Point Wander,"Spawn Point (-28.26 12.61 182.93)",1,0,99,"(-28.26, 12.61, 182.93)"
Spawn Point Wander,"Spawn Point (-47.25 -6.49 18.70)",1,0,99,"(-47.25, -6.49, 18.70)"
Spawn Point Wander,"Spawn Point (47.26 -12.08 -93.33)",1,0,99,"(47.26, -12.08, -93.33)"
Spawn Point Wander,"Spawn Point (255.05 -6.41 -42.14)",1,0,99,"(255.05, -6.41, -42.14)"
Spawn Point Wander,"Spawn Point (-135.10 -6.67 -129.99)",1,0,99,"(-135.10, -6.67, -129.99)"
Spawn Point Wander,"Spawn Point (-135.54 -6.67 -129.99)",1,0,99,"(-135.54, -6.67, -129.99)"
Spawn Point Wander,"Spawn Point (226.31 -6.83 31.42)",1,0,99,"(226.31, -6.83, 31.42)"
Spawn Point Wander,"Spawn Point (-174.14 -6.88 1.20)",1,0,99,"(-174.14, -6.88, 1.20)"
Spawn Point Wander,"Spawn Point (-120.78 -10.46 78.14)",1,0,99,"(-120.78, -10.46, 78.14)"
Spawn Point Wander,"Spawn Point (173.80 -5.17 -169.16)",1,0,99,"(173.80, -5.17, -169.16)"
Spawn Point Wander,"Spawn Point (-136.01 -6.67 -129.99)",1,0,99,"(-136.01, -6.67, -129.99)"
Spawn Point Wander,"Spawn Point (121.97 -12.25 -120.28)",1,0,99,"(121.97, -12.25, -120.28)"
Spawn Point Wander,"Spawn Point (-26.85 12.61 182.83)",1,0,99,"(-26.85, 12.61, 182.83)"
Spawn Point Wander,"Spawn Point (-47.25 -6.49 14.27)",1,0,99,"(-47.25, -6.49, 14.27)"
Spawn Point Wander,"Spawn Point (176.25 -5.94 40.80)",1,0,99,"(176.25, -5.94, 40.80)"
Spawn Point Wander,"Spawn Point (60.50 -6.87 -56.20)",1,0,99,"(60.50, -6.87, -56.20)"
Spawn Point Wander,"Spawn Point (218.03 -6.91 -175.68)",1,0,99,"(218.03, -6.91, -175.68)"
Spawn Rush,"Spawn Rush: Objective #1",1,0,99,"(141.38, -10.81, 41.13)"
Boss Hunter (bossGluhar),"Spawn Point (141.04 -6.50 -223.10)",1,15,99,"(141.04, -6.50, -223.10)"
Boss Hunter (bossGluhar),"Spawn Point (-118.60 -6.94 -3.04)",1,15,99,"(-118.60, -6.94, -3.04)"
Boss Hunter (bossGluhar),"Spawn Point (65.83 -6.77 -39.17)",1,15,99,"(65.83, -6.77, -39.17)"
Boss Hunter (bossGluhar),"Spawn Point (-140.16 -6.96 -35.54)",1,15,99,"(-140.16, -6.96, -35.54)"
Boss Hunter (bossGluhar),"Spawn Point (217.32 -6.91 -172.02)",1,15,99,"(217.32, -6.91, -172.02)"
Boss Hunter (bossGluhar),"Spawn Point (219.21 -6.91 -173.99)",1,15,99,"(219.21, -6.91, -173.99)"
Boss Hunter (bossGluhar),"Spawn Point (73.38 -15.50 -38.34)",1,15,99,"(73.38, -15.50, -38.34)"
Boss Hunter (bossGluhar),"Spawn Point (58.35 -12.23 -155.19)",1,15,99,"(58.35, -12.23, -155.19)"
Boss Hunter (bossGluhar),"Spawn Point (38.57 -0.54 -184.23)",1,15,99,"(38.57, -0.54, -184.23)"
Boss Hunter (bossGluhar),"Spawn Point (243.13 -7.09 -88.11)",1,15,99,"(243.13, -7.09, -88.11)"
Boss Hunter (bossGluhar),"Spawn Point (41.44 -12.23 -110.21)",1,15,99,"(41.44, -12.23, -110.21)"
Boss Hunter (bossGluhar),"Spawn Point (-145.44 -6.94 53.34)",1,15,99,"(-145.44, -6.94, 53.34)"
Boss Hunter (bossGluhar),"Spawn Point (-154.14 -6.17 -9.22)",1,15,99,"(-154.14, -6.17, -9.22)"
Boss Hunter (bossGluhar),"Spawn Point (-74.09 -6.82 27.01)",1,15,99,"(-74.09, -6.82, 27.01)"
Boss Hunter (bossGluhar),"Spawn Point (-266.77 -6.25 23.06)",1,15,99,"(-266.77, -6.25, 23.06)"
Boss Hunter (bossGluhar),"Spawn Point (-83.86 -6.82 44.85)",1,15,99,"(-83.86, -6.82, 44.85)"
Boss Hunter (bossGluhar),"Spawn Point (138.82 -6.80 -229.27)",1,15,99,"(138.82, -6.80, -229.27)"
Boss Hunter (bossGluhar),"Spawn Point (102.75 -6.92 -5.48)",1,15,99,"(102.75, -6.92, -5.48)"
Boss Hunter (bossGluhar),"Spawn Point (-6.03 -6.96 -182.43)",1,15,99,"(-6.03, -6.96, -182.43)"
Boss Hunter (bossGluhar),"Spawn Point (23.48 -5.11 -128.25)",1,15,99,"(23.48, -5.11, -128.25)"
Boss Hunter (bossGluhar),"Spawn Point (-265.47 -5.55 13.13)",1,15,99,"(-265.47, -5.55, 13.13)"
Boss Hunter (bossGluhar),"Spawn Point (225.13 -6.85 -122.95)",1,15,99,"(225.13, -6.85, -122.95)"
Boss Hunter (bossGluhar),"Spawn Point (-264.50 -5.22 11.51)",1,15,99,"(-264.50, -5.22, 11.51)"
Boss Hunter (bossGluhar),"Spawn Point (-62.30 -7.02 37.87)",1,15,99,"(-62.30, -7.02, 37.87)"
Boss Hunter (bossGluhar),"Spawn Point (-252.84 -5.38 -0.72)",1,15,99,"(-252.84, -5.38, -0.72)"
Boss Hunter (bossGluhar),"Spawn Point (96.70 -7.02 -16.16)",1,15,99,"(96.70, -7.02, -16.16)"
Boss Hunter (bossGluhar),"Spawn Point (30.67 -12.23 -153.95)",1,15,99,"(30.67, -12.23, -153.95)"
Boss Hunter (bossGluhar),"Spawn Point (-10.27 -7.04 -186.01)",1,15,99,"(-10.27, -7.04, -186.01)"
Boss Hunter (bossGluhar),"Spawn Point (230.42 -6.85 -117.53)",1,15,99,"(230.42, -6.85, -117.53)"
Boss Hunter (bossGluhar),"Spawn Point (104.76 -7.01 12.85)",1,15,99,"(104.76, -7.01, 12.85)"
Boss Hunter (bossGluhar),"Spawn Point (-5.97 -7.00 -180.04)",1,15,99,"(-5.97, -7.00, -180.04)"
Boss Hunter (bossGluhar),"Spawn Point (-52.99 -6.82 40.57)",1,15,99,"(-52.99, -6.82, 40.57)"
Boss Hunter (bossGluhar),"Spawn Point (-163.12 -6.17 -6.84)",1,15,99,"(-163.12, -6.17, -6.84)"
Boss Hunter (bossGluhar),"Spawn Point (83.17 -12.22 -123.12)",1,15,99,"(83.17, -12.22, -123.12)"
Boss Hunter (bossGluhar),"Spawn Point (45.35 -0.79 -196.34)",1,15,99,"(45.35, -0.79, -196.34)"
Boss Hunter (bossGluhar),"Spawn Point (33.37 -12.23 -142.63)",1,15,99,"(33.37, -12.23, -142.63)"
Boss Hunter (bossGluhar),"Spawn Point (-7.28 -7.04 -183.43)",1,15,99,"(-7.28, -7.04, -183.43)"
Boss Hunter (bossGluhar),"Spawn Point (39.72 -0.21 -188.59)",1,15,99,"(39.72, -0.21, -188.59)"
Boss Hunter (bossGluhar),"Spawn Point (137.17 -6.51 -231.95)",1,15,99,"(137.17, -6.51, -231.95)"
