Quest Name,Objective,Steps,Min Level,Max Level,First Step Position
Abandoned Cargo,"Zone TerragroupBOX_7",1,17,39,"(66.10, 1.17, -48.17)"
Shipment Tracking,"Item TerraGroup shipment report",1,17,39,"(90.19, 7.33, -57.69)"
Closer to the People,"Item Delivery crew report",1,17,39,"(91.83, 1.37, -59.89)"
Break the Deal,"Zone Sniper_1",2,15,35,"(248.90, 11.72, -36.30)"
Break the Deal,"Zone Sniper_2",2,15,35,"(251.90, 8.47, -20.99)"
Break the Deal,"Zone Sniper_3",2,15,35,"(248.86, 5.22, -35.71)"
Break the Deal,"Zone Sniper_4",2,15,35,"(255.65, 11.72, -3.80)"
Passion for Ergonomics,"Item Box with upgraded tools",1,12,29,"(-316.40, 1.12, -177.40)"
Work Smarter,"Zone exit777",1,2,11,"(-37.77, -13.33, 121.42)"
Rite of Passage,"Zone Killoldoil",1,2,11,"(324.76, 1.12, -170.24)"
Rite of Passage,"Zone Killnewoil",1,2,11,"(411.90, 2.67, 15.70)"
Private Club,"Item Skier's wallet",1,24,51,"(45.21, 4.61, -58.29)"
Spawn Point Wander,"Spawn Point (73.59 1.12 -63.47)",1,0,99,"(73.59, 1.12, -63.47)"
Spawn Point Wander,"Spawn Point (213.60 1.25 1.95)",1,0,99,"(213.60, 1.25, 1.95)"
Spawn Point Wander,"Spawn Point (571.41 1.49 -53.48)",1,0,99,"(571.41, 1.49, -53.48)"
Spawn Point Wander,"Spawn Point (-161.65 3.21 -126.49)",1,0,99,"(-161.65, 3.21, -126.49)"
Spawn Point Wander,"Spawn Point (68.78 1.19 -65.17)",1,0,99,"(68.78, 1.19, -65.17)"
Spawn Point Wander,"Spawn Point (122.22 1.35 -44.81)",1,0,99,"(122.22, 1.35, -44.81)"
Spawn Point Wander,"Spawn Point (584.06 9.66 146.22)",1,0,99,"(584.06, 9.66, 146.22)"
Spawn Point Wander,"Spawn Point (-273.48 0.98 -72.13)",1,0,99,"(-273.48, 0.98, -72.13)"
Spawn Point Wander,"Spawn Point (-220.21 1.07 -141.94)",1,0,99,"(-220.21, 1.07, -141.94)"
Spawn Point Wander,"Spawn Point (581.80 3.07 0.92)",1,0,99,"(581.80, 3.07, 0.92)"
Spawn Point Wander,"Spawn Point (288.07 1.72 -201.17)",1,0,99,"(288.07, 1.72, -201.17)"
Spawn Point Wander,"Spawn Point (447.43 7.60 111.09)",1,0,99,"(447.43, 7.60, 111.09)"
Spawn Point Wander,"Spawn Point (531.88 9.52 195.79)",1,0,99,"(531.88, 9.52, 195.79)"
Spawn Point Wander,"Spawn Point (546.89 2.21 45.56)",1,0,99,"(546.89, 2.21, 45.56)"
Spawn Point Wander,"Spawn Point (574.00 1.46 -114.85)",1,0,99,"(574.00, 1.46, -114.85)"
Spawn Point Wander,"Spawn Point (269.20 1.53 -55.64)",1,0,99,"(269.20, 1.53, -55.64)"
Spawn Point Wander,"Spawn Point (-195.95 1.46 -234.65)",1,0,99,"(-195.95, 1.46, -234.65)"
Spawn Point Wander,"Spawn Point (654.80 1.12 -164.44)",1,0,99,"(654.80, 1.12, -164.44)"
Spawn Point Wander,"Spawn Point (113.02 1.33 -58.58)",1,0,99,"(113.02, 1.33, -58.58)"
Spawn Point Wander,"Spawn Point (356.54 1.15 -24.19)",1,0,99,"(356.54, 1.15, -24.19)"
Spawn Point Wander,"Spawn Point (587.85 8.89 141.95)",1,0,99,"(587.85, 8.89, 141.95)"
Spawn Point Wander,"Spawn Point (-223.23 1.12 -147.52)",1,0,99,"(-223.23, 1.12, -147.52)"
Spawn Point Wander,"Spawn Point (62.20 9.02 -60.94)",1,0,99,"(62.20, 9.02, -60.94)"
Spawn Point Wander,"Spawn Point (570.06 1.49 -54.98)",1,0,99,"(570.06, 1.49, -54.98)"
Spawn Point Wander,"Spawn Point (172.61 2.84 157.34)",1,0,99,"(172.61, 2.84, 157.34)"
Spawn Point Wander,"Spawn Point (-132.90 -1.67 39.90)",1,0,99,"(-132.90, -1.67, 39.90)"
Spawn Point Wander,"Spawn Point (658.02 1.13 -59.18)",1,0,99,"(658.02, 1.13, -59.18)"
Spawn Point Wander,"Spawn Point (-151.78 1.26 -129.82)",1,0,99,"(-151.78, 1.26, -129.82)"
Spawn Point Wander,"Spawn Point (363.25 12.70 155.59)",1,0,99,"(363.25, 12.70, 155.59)"
Spawn Point Wander,"Spawn Point (-130.65 -2.11 38.91)",1,0,99,"(-130.65, -2.11, 38.91)"
Spawn Point Wander,"Spawn Point (100.60 1.17 -110.83)",1,0,99,"(100.60, 1.17, -110.83)"
Spawn Point Wander,"Spawn Point (69.75 7.75 -66.36)",1,0,99,"(69.75, 7.75, -66.36)"
Spawn Point Wander,"Spawn Point (569.05 1.46 -54.53)",1,0,99,"(569.05, 1.46, -54.53)"
Spawn Point Wander,"Spawn Point (568.89 -1.47 -25.54)",1,0,99,"(568.89, -1.47, -25.54)"
Spawn Point Wander,"Spawn Point (-131.27 -2.09 42.69)",1,0,99,"(-131.27, -2.09, 42.69)"
Spawn Point Wander,"Spawn Point (525.62 8.88 199.00)",1,0,99,"(525.62, 8.88, 199.00)"
Spawn Point Wander,"Spawn Point (317.34 1.13 -78.76)",1,0,99,"(317.34, 1.13, -78.76)"
Spawn Point Wander,"Spawn Point (107.14 16.22 -47.89)",1,0,99,"(107.14, 16.22, -47.89)"
Spawn Point Wander,"Spawn Point (-247.49 -0.23 -14.30)",1,0,99,"(-247.49, -0.23, -14.30)"
Spawn Point Wander,"Spawn Point (-309.95 0.99 -94.51)",1,0,99,"(-309.95, 0.99, -94.51)"
Spawn Point Wander,"Spawn Point (603.53 1.15 -139.34)",1,0,99,"(603.53, 1.15, -139.34)"
Spawn Point Wander,"Spawn Point (267.58 1.47 -75.20)",1,0,99,"(267.58, 1.47, -75.20)"
Spawn Point Wander,"Spawn Point (510.87 3.43 46.17)",1,0,99,"(510.87, 3.43, 46.17)"
Spawn Point Wander,"Spawn Point (339.32 1.19 -190.77)",1,0,99,"(339.32, 1.19, -190.77)"
Spawn Point Wander,"Spawn Point (-147.87 1.68 -135.64)",1,0,99,"(-147.87, 1.68, -135.64)"
Spawn Point Wander,"Spawn Point (-183.65 1.60 -190.07)",1,0,99,"(-183.65, 1.60, -190.07)"
Spawn Point Wander,"Spawn Point (125.18 1.32 -146.14)",1,0,99,"(125.18, 1.32, -146.14)"
Spawn Point Wander,"Spawn Point (-216.55 -1.46 -2.11)",1,0,99,"(-216.55, -1.46, -2.11)"
Spawn Point Wander,"Spawn Point (-329.38 1.02 -211.05)",1,0,99,"(-329.38, 1.02, -211.05)"
Spawn Point Wander,"Spawn Point (13.10 1.20 -125.63)",1,0,99,"(13.10, 1.20, -125.63)"
Spawn Point Wander,"Spawn Point (518.30 8.35 187.46)",1,0,99,"(518.30, 8.35, 187.46)"
Spawn Point Wander,"Spawn Point (478.00 2.70 -83.14)",1,0,99,"(478.00, 2.70, -83.14)"
Spawn Point Wander,"Spawn Point (19.39 1.14 -66.09)",1,0,99,"(19.39, 1.14, -66.09)"
Spawn Point Wander,"Spawn Point (253.80 51.98 -19.41)",1,0,99,"(253.80, 51.98, -19.41)"
Spawn Point Wander,"Spawn Point (430.82 1.88 54.86)",1,0,99,"(430.82, 1.88, 54.86)"
Spawn Point Wander,"Spawn Point (64.56 1.24 -45.25)",1,0,99,"(64.56, 1.24, -45.25)"
Spawn Point Wander,"Spawn Point (410.91 1.39 -112.01)",1,0,99,"(410.91, 1.39, -112.01)"
Spawn Point Wander,"Spawn Point (539.69 2.95 48.00)",1,0,99,"(539.69, 2.95, 48.00)"
Spawn Point Wander,"Spawn Point (569.75 1.49 -52.54)",1,0,99,"(569.75, 1.49, -52.54)"
Spawn Point Wander,"Spawn Point (582.31 9.79 147.50)",1,0,99,"(582.31, 9.79, 147.50)"
Spawn Point Wander,"Spawn Point (286.33 1.49 -52.32)",1,0,99,"(286.33, 1.49, -52.32)"
Spawn Point Wander,"Spawn Point (570.45 1.48 -111.76)",1,0,99,"(570.45, 1.48, -111.76)"
Spawn Point Wander,"Spawn Point (-221.70 -0.74 -3.36)",1,0,99,"(-221.70, -0.74, -3.36)"
Spawn Point Wander,"Spawn Point (-286.34 0.23 -232.64)",1,0,99,"(-286.34, 0.23, -232.64)"
Spawn Point Wander,"Spawn Point (385.71 1.12 -116.17)",1,0,99,"(385.71, 1.12, -116.17)"
Spawn Point Wander,"Spawn Point (604.95 1.21 -119.54)",1,0,99,"(604.95, 1.21, -119.54)"
Spawn Point Wander,"Spawn Point (195.34 1.79 -126.13)",1,0,99,"(195.34, 1.79, -126.13)"
Spawn Point Wander,"Spawn Point (-154.35 1.04 -128.10)",1,0,99,"(-154.35, 1.04, -128.10)"
Spawn Point Wander,"Spawn Point (-313.92 0.94 -88.66)",1,0,99,"(-313.92, 0.94, -88.66)"
Spawn Point Wander,"Spawn Point (119.71 1.11 -34.10)",1,0,99,"(119.71, 1.11, -34.10)"
Spawn Point Wander,"Spawn Point (-190.97 1.52 -236.69)",1,0,99,"(-190.97, 1.52, -236.69)"
Spawn Point Wander,"Spawn Point (-218.68 1.07 -148.43)",1,0,99,"(-218.68, 1.07, -148.43)"
Spawn Point Wander,"Spawn Point (503.20 1.18 -59.83)",1,0,99,"(503.20, 1.18, -59.83)"
Spawn Point Wander,"Spawn Point (585.74 9.53 145.81)",1,0,99,"(585.74, 9.53, 145.81)"
Spawn Point Wander,"Spawn Point (103.19 1.39 -70.66)",1,0,99,"(103.19, 1.39, -70.66)"
Spawn Point Wander,"Spawn Point (185.44 2.84 182.80)",1,0,99,"(185.44, 2.84, 182.80)"
Spawn Point Wander,"Spawn Point (226.41 -0.86 121.28)",1,0,99,"(226.41, -0.86, 121.28)"
Spawn Point Wander,"Spawn Point (-162.96 3.21 -168.46)",1,0,99,"(-162.96, 3.21, -168.46)"
Spawn Point Wander,"Spawn Point (587.99 1.10 -64.36)",1,0,99,"(587.99, 1.10, -64.36)"
Spawn Point Wander,"Spawn Point (548.07 2.84 47.55)",1,0,99,"(548.07, 2.84, 47.55)"
Spawn Point Wander,"Spawn Point (529.57 2.52 43.68)",1,0,99,"(529.57, 2.52, 43.68)"
Spawn Point Wander,"Spawn Point (-14.37 -7.74 126.36)",1,0,99,"(-14.37, -7.74, 126.36)"
Spawn Point Wander,"Spawn Point (19.32 1.29 -109.24)",1,0,99,"(19.32, 1.29, -109.24)"
Spawn Point Wander,"Spawn Point (422.29 4.16 97.16)",1,0,99,"(422.29, 4.16, 97.16)"
Spawn Point Wander,"Spawn Point (141.97 1.15 -14.98)",1,0,99,"(141.97, 1.15, -14.98)"
Spawn Point Wander,"Spawn Point (315.80 1.13 -82.13)",1,0,99,"(315.80, 1.13, -82.13)"
Spawn Point Wander,"Spawn Point (645.31 1.50 46.22)",1,0,99,"(645.31, 1.50, 46.22)"
Spawn Point Wander,"Spawn Point (478.86 2.70 -79.23)",1,0,99,"(478.86, 2.70, -79.23)"
Spawn Point Wander,"Spawn Point (614.44 -0.35 -102.62)",1,0,99,"(614.44, -0.35, -102.62)"
Spawn Point Wander,"Spawn Point (503.83 1.19 -55.25)",1,0,99,"(503.83, 1.19, -55.25)"
Spawn Point Wander,"Spawn Point (291.66 1.46 -197.11)",1,0,99,"(291.66, 1.46, -197.11)"
Spawn Point Wander,"Spawn Point (-197.23 1.51 -233.51)",1,0,99,"(-197.23, 1.51, -233.51)"
Spawn Point Wander,"Spawn Point (454.80 2.08 61.09)",1,0,99,"(454.80, 2.08, 61.09)"
Spawn Point Wander,"Spawn Point (391.59 1.32 -117.73)",1,0,99,"(391.59, 1.32, -117.73)"
Spawn Point Wander,"Spawn Point (-217.64 1.07 -144.94)",1,0,99,"(-217.64, 1.07, -144.94)"
Spawn Point Wander,"Spawn Point (5.87 1.38 -90.51)",1,0,99,"(5.87, 1.38, -90.51)"
Spawn Point Wander,"Spawn Point (641.47 1.27 43.53)",1,0,99,"(641.47, 1.27, 43.53)"
Spawn Point Wander,"Spawn Point (255.47 1.21 -108.38)",1,0,99,"(255.47, 1.21, -108.38)"
Spawn Point Wander,"Spawn Point (-1.93 -5.04 126.95)",1,0,99,"(-1.93, -5.04, 126.95)"
Spawn Point Wander,"Spawn Point (133.79 1.74 -82.03)",1,0,99,"(133.79, 1.74, -82.03)"
Spawn Point Wander,"Spawn Point (294.29 1.40 -195.74)",1,0,99,"(294.29, 1.40, -195.74)"
Spawn Point Wander,"Spawn Point (77.78 1.43 -108.10)",1,0,99,"(77.78, 1.43, -108.10)"
Spawn Point Wander,"Spawn Point (454.29 2.68 -81.54)",1,0,99,"(454.29, 2.68, -81.54)"
Spawn Point Wander,"Spawn Point (101.43 1.23 22.07)",1,0,99,"(101.43, 1.23, 22.07)"
Spawn Point Wander,"Spawn Point (-311.92 0.97 -124.97)",1,0,99,"(-311.92, 0.97, -124.97)"
Spawn Point Wander,"Spawn Point (480.55 2.70 -81.46)",1,0,99,"(480.55, 2.70, -81.46)"
Spawn Point Wander,"Spawn Point (314.13 1.21 -90.73)",1,0,99,"(314.13, 1.21, -90.73)"
Spawn Point Wander,"Spawn Point (34.18 1.09 -49.52)",1,0,99,"(34.18, 1.09, -49.52)"
Spawn Point Wander,"Spawn Point (71.49 7.75 -66.57)",1,0,99,"(71.49, 7.75, -66.57)"
Spawn Point Wander,"Spawn Point (102.48 1.38 -41.35)",1,0,99,"(102.48, 1.38, -41.35)"
Spawn Point Wander,"Spawn Point (620.14 -0.35 -96.98)",1,0,99,"(620.14, -0.35, -96.98)"
Spawn Point Wander,"Spawn Point (219.26 -0.56 196.37)",1,0,99,"(219.26, -0.56, 196.37)"
Spawn Point Wander,"Spawn Point (-300.56 0.03 -44.07)",1,0,99,"(-300.56, 0.03, -44.07)"
Spawn Point Wander,"Spawn Point (89.12 1.35 -47.82)",1,0,99,"(89.12, 1.35, -47.82)"
Spawn Point Wander,"Spawn Point (190.70 -0.13 175.85)",1,0,99,"(190.70, -0.13, 175.85)"
Spawn Point Wander,"Spawn Point (348.44 8.86 152.82)",1,0,99,"(348.44, 8.86, 152.82)"
Spawn Point Wander,"Spawn Point (-323.86 1.16 -225.60)",1,0,99,"(-323.86, 1.16, -225.60)"
Spawn Point Wander,"Spawn Point (188.06 1.29 -1.38)",1,0,99,"(188.06, 1.29, -1.38)"
Spawn Point Wander,"Spawn Point (54.05 7.75 -67.75)",1,0,99,"(54.05, 7.75, -67.75)"
Spawn Point Wander,"Spawn Point (121.73 1.35 -42.93)",1,0,99,"(121.73, 1.35, -42.93)"
Spawn Point Wander,"Spawn Point (569.89 1.49 -50.45)",1,0,99,"(569.89, 1.49, -50.45)"
Spawn Point Wander,"Spawn Point (27.55 -1.12 127.26)",1,0,99,"(27.55, -1.12, 127.26)"
Spawn Point Wander,"Spawn Point (15.96 1.31 -126.87)",1,0,99,"(15.96, 1.31, -126.87)"
Spawn Point Wander,"Spawn Point (418.83 1.11 56.67)",1,0,99,"(418.83, 1.11, 56.67)"
Spawn Point Wander,"Spawn Point (227.91 1.29 -86.40)",1,0,99,"(227.91, 1.29, -86.40)"
Spawn Point Wander,"Spawn Point (-170.24 1.06 -46.46)",1,0,99,"(-170.24, 1.06, -46.46)"
Spawn Point Wander,"Spawn Point (467.41 1.57 60.06)",1,0,99,"(467.41, 1.57, 60.06)"
Spawn Point Wander,"Spawn Point (480.24 2.70 -84.47)",1,0,99,"(480.24, 2.70, -84.47)"
Spawn Point Wander,"Spawn Point (377.71 1.42 -93.36)",1,0,99,"(377.71, 1.42, -93.36)"
Spawn Point Wander,"Spawn Point (6.49 1.27 -95.06)",1,0,99,"(6.49, 1.27, -95.06)"
Spawn Point Wander,"Spawn Point (647.48 1.88 48.37)",1,0,99,"(647.48, 1.88, 48.37)"
Spawn Point Wander,"Spawn Point (365.15 1.32 -108.90)",1,0,99,"(365.15, 1.32, -108.90)"
Spawn Point Wander,"Spawn Point (-134.19 -1.37 38.11)",1,0,99,"(-134.19, -1.37, 38.11)"
Spawn Point Wander,"Spawn Point (26.83 4.46 -60.01)",1,0,99,"(26.83, 4.46, -60.01)"
Spawn Point Wander,"Spawn Point (-206.28 -1.28 2.24)",1,0,99,"(-206.28, -1.28, 2.24)"
Spawn Point Wander,"Spawn Point (471.20 2.66 -54.30)",1,0,99,"(471.20, 2.66, -54.30)"
Spawn Point Wander,"Spawn Point (375.09 1.42 -88.80)",1,0,99,"(375.09, 1.42, -88.80)"
Spawn Point Wander,"Spawn Point (519.84 7.77 204.15)",1,0,99,"(519.84, 7.77, 204.15)"
Spawn Point Wander,"Spawn Point (98.09 1.14 -107.22)",1,0,99,"(98.09, 1.14, -107.22)"
Spawn Point Wander,"Spawn Point (-148.30 1.61 -143.65)",1,0,99,"(-148.30, 1.61, -143.65)"
Spawn Point Wander,"Spawn Point (-236.43 1.50 -235.90)",1,0,99,"(-236.43, 1.50, -235.90)"
Spawn Point Wander,"Spawn Point (544.70 2.90 48.06)",1,0,99,"(544.70, 2.90, 48.06)"
Spawn Point Wander,"Spawn Point (-333.83 -0.42 -84.48)",1,0,99,"(-333.83, -0.42, -84.48)"
Spawn Point Wander,"Spawn Point (97.21 1.43 -42.70)",1,0,99,"(97.21, 1.43, -42.70)"
Spawn Point Wander,"Spawn Point (236.27 1.21 -95.12)",1,0,99,"(236.27, 1.21, -95.12)"
Spawn Point Wander,"Spawn Point (394.93 1.42 -84.03)",1,0,99,"(394.93, 1.42, -84.03)"
Spawn Point Wander,"Spawn Point (174.65 -0.13 152.71)",1,0,99,"(174.65, -0.13, 152.71)"
Spawn Point Wander,"Spawn Point (208.20 1.78 -116.86)",1,0,99,"(208.20, 1.78, -116.86)"
Spawn Point Wander,"Spawn Point (617.51 -0.35 -103.12)",1,0,99,"(617.51, -0.35, -103.12)"
Spawn Point Wander,"Spawn Point (323.29 1.65 -98.48)",1,0,99,"(323.29, 1.65, -98.48)"
Spawn Point Wander,"Spawn Point (642.10 1.43 45.54)",1,0,99,"(642.10, 1.43, 45.54)"
Spawn Point Wander,"Spawn Point (568.08 1.48 -111.66)",1,0,99,"(568.08, 1.48, -111.66)"
Spawn Point Wander,"Spawn Point (46.75 -3.95 126.18)",1,0,99,"(46.75, -3.95, 126.18)"
Spawn Point Wander,"Spawn Point (172.51 1.23 -6.28)",1,0,99,"(172.51, 1.23, -6.28)"
Spawn Point Wander,"Spawn Point (569.03 1.48 -117.38)",1,0,99,"(569.03, 1.48, -117.38)"
Spawn Point Wander,"Spawn Point (355.82 10.02 152.06)",1,0,99,"(355.82, 10.02, 152.06)"
Spawn Point Wander,"Spawn Point (-151.96 1.29 -137.95)",1,0,99,"(-151.96, 1.29, -137.95)"
Spawn Point Wander,"Spawn Point (-17.20 0.01 -140.96)",1,0,99,"(-17.20, 0.01, -140.96)"
Spawn Point Wander,"Spawn Point (378.98 1.22 -116.85)",1,0,99,"(378.98, 1.22, -116.85)"
Spawn Point Wander,"Spawn Point (8.68 1.26 -127.80)",1,0,99,"(8.68, 1.26, -127.80)"
Spawn Point Wander,"Spawn Point (175.29 1.22 -5.38)",1,0,99,"(175.29, 1.22, -5.38)"
Spawn Point Wander,"Spawn Point (-160.84 3.12 -101.73)",1,0,99,"(-160.84, 3.12, -101.73)"
Spawn Point Wander,"Spawn Point (423.79 1.05 42.34)",1,0,99,"(423.79, 1.05, 42.34)"
Spawn Point Wander,"Spawn Point (368.44 1.42 -90.08)",1,0,99,"(368.44, 1.42, -90.08)"
Spawn Point Wander,"Spawn Point (122.03 0.26 129.29)",1,0,99,"(122.03, 0.26, 129.29)"
Spawn Point Wander,"Spawn Point (294.95 2.10 -160.24)",1,0,99,"(294.95, 2.10, -160.24)"
Spawn Point Wander,"Spawn Point (-309.94 1.00 -96.98)",1,0,99,"(-309.94, 1.00, -96.98)"
Spawn Point Wander,"Spawn Point (-14.70 -7.74 121.60)",1,0,99,"(-14.70, -7.74, 121.60)"
Spawn Point Wander,"Spawn Point (62.57 7.75 -66.87)",1,0,99,"(62.57, 7.75, -66.87)"
Spawn Point Wander,"Spawn Point (571.17 1.49 -51.71)",1,0,99,"(571.17, 1.49, -51.71)"
Spawn Point Wander,"Spawn Point (61.08 9.02 -60.83)",1,0,99,"(61.08, 9.02, -60.83)"
Spawn Point Wander,"Spawn Point (90.13 1.36 -102.02)",1,0,99,"(90.13, 1.36, -102.02)"
Spawn Point Wander,"Spawn Point (388.42 1.12 -114.33)",1,0,99,"(388.42, 1.12, -114.33)"
Spawn Point Wander,"Spawn Point (545.02 3.24 50.95)",1,0,99,"(545.02, 3.24, 50.95)"
Spawn Point Wander,"Spawn Point (388.89 1.42 -97.20)",1,0,99,"(388.89, 1.42, -97.20)"
Spawn Point Wander,"Spawn Point (536.94 1.39 -114.27)",1,0,99,"(536.94, 1.39, -114.27)"
Spawn Point Wander,"Spawn Point (-9.67 -6.86 127.67)",1,0,99,"(-9.67, -6.86, 127.67)"
Spawn Point Wander,"Spawn Point (502.35 1.18 -64.43)",1,0,99,"(502.35, 1.18, -64.43)"
Spawn Point Wander,"Spawn Point (-157.74 1.60 -190.77)",1,0,99,"(-157.74, 1.60, -190.77)"
Spawn Point Wander,"Spawn Point (-194.30 1.56 -232.95)",1,0,99,"(-194.30, 1.56, -232.95)"
Spawn Point Wander,"Spawn Point (648.75 1.81 50.16)",1,0,99,"(648.75, 1.81, 50.16)"
Spawn Point Wander,"Spawn Point (178.59 -0.13 181.28)",1,0,99,"(178.59, -0.13, 181.28)"
Spawn Point Wander,"Spawn Point (-189.07 1.54 -235.22)",1,0,99,"(-189.07, 1.54, -235.22)"
Spawn Point Wander,"Spawn Point (580.00 -0.59 33.12)",1,0,99,"(580.00, -0.59, 33.12)"
Spawn Point Wander,"Spawn Point (96.62 1.27 -106.21)",1,0,99,"(96.62, 1.27, -106.21)"
Spawn Point Wander,"Spawn Point (663.25 1.22 -99.46)",1,0,99,"(663.25, 1.22, -99.46)"
Spawn Point Wander,"Spawn Point (394.92 2.18 -120.68)",1,0,99,"(394.92, 2.18, -120.68)"
Spawn Point Wander,"Spawn Point (629.68 1.43 -135.63)",1,0,99,"(629.68, 1.43, -135.63)"
Spawn Point Wander,"Spawn Point (19.33 -0.88 36.43)",1,0,99,"(19.33, -0.88, 36.43)"
Spawn Point Wander,"Spawn Point (-217.36 1.19 -136.96)",1,0,99,"(-217.36, 1.19, -136.96)"
